gene	gc
SPACA4	0.5635
SPACA5	0.534
SPACA5B	0.4925
SPACA7	0.474
SPAG1	0.508
SPAG11A	0.482
SPAG11B	0.47
SPAG16	0.47
SPAG17	0.484
SPAG4	0.59
SPAG5	0.5625
SPAG6	0.533
SPAG7	0.622
SPAG8	0.527
SPAG9	0.616
SPAM1	0.4115
SPANXA1	0.4405
SPANXA2	0.468
SPANXB1	0.493
SPANXB2	0.493
SPANXC	0.496
SPANXD	0.4705
SPANXN1	0.465
SPANXN2	0.3855
SPANXN3	0.448
SPANXN4	0.453
SPANXN5	0.439
SPARC	0.5
SPARCL1	0.3685
SPAST	0.577
SPATA12	0.486
SPATA13	0.5215
SPATA16	0.371
SPATA17	0.4625
SPATA18	0.5
SPATA19	0.4555
SPATA2	0.4725
SPATA20	0.5955
SPATA21	0.4675
SPATA22	0.5195
SPATA24	0.503
SPATA25	0.5275
SPATA2L	0.7065
SPATA3	0.503
SPATA31A1	0.467
SPATA31A2	0.478
SPATA31A3	0.4725
SPATA31A4	0.4725
SPATA31A5	0.4755
SPATA31A6	0.4785
SPATA31A7	0.473
SPATA31D1	0.4305
SPATA31E1	0.523
SPATA32	0.6095
SPATA33	0.67
SPATA4	0.4675
SPATA5	0.509
SPATA5L1	0.584
SPATA6	0.5515
SPATA6L	0.4295
SPATA7	0.507
SPATA8	0.5475
SPATA9	0.396
SPATC1	0.557
SPATC1L	0.6185
SPATS1	0.4875
SPATS2	0.6055
SPATS2L	0.5305
SPC24	0.549
SPC25	0.439
SPCS1	0.6275
SPCS2	0.4975
SPCS3	0.5525
SPDEF	0.613
SPDL1	0.445
SPDYA	0.585
SPDYC	0.556
SPDYE1	0.5245
SPDYE2	0.511
SPDYE2B	0.5105
SPDYE3	0.4925
SPDYE4	0.4915
SPECC1	0.4885
SPECC1L	0.5745
SPEF1	0.494
SPEF2	0.5095
SPEG	0.6365
SPEM1	0.5765
SPEN	0.6855
SPERT	0.421
SPESP1	0.5705
SPG11	0.521
SPG20	0.55
SPG20OS	0.5555
SPG21	0.5335
SPG7	0.663
SPHAR	0.3425
SPHK1	0.7225
SPHK2	0.546
SPHKAP	0.5605
SPI1	0.6035
SPIB	0.6325
SPIC	0.3735
SPICE1	0.5125
SPIDR	0.617
SPIN1	0.6925
SPIN2A	0.5195
SPIN2B	0.526
SPIN3	0.491
SPIN4	0.468
SPINK1	0.377
SPINK13	0.4025
SPINK14	0.368
SPINK2	0.515
SPINK4	0.5115
SPINK5	0.3535
SPINK6	0.3575
SPINK7	0.3795
SPINK8	0.3845
SPINK9	0.3745
SPINT1	0.656
SPINT2	0.6235
SPINT3	0.4415
SPINT4	0.396
SPIRE1	0.6905
SPIRE2	0.685
SPN	0.5755
SPNS1	0.593
SPNS2	0.6975
SPNS3	0.5335
SPO11	0.476
SPOCD1	0.502
SPOCK1	0.5805
SPOCK2	0.5765
SPOCK3	0.523
SPON2	0.6345
SPOP	0.557
SPOPL	0.6065
SPP1	0.362
SPP2	0.3985
SPPL2A	0.5585
SPPL2C	0.5765
SPPL3	0.652
SPR	0.59
SPRED1	0.654
SPRED2	0.6555
SPRED3	0.587
SPRN	0.6715
SPRR1A	0.463
SPRR1B	0.421
SPRR2A	0.414
SPRR2B	0.4355
SPRR2D	0.4105
SPRR2E	0.349
SPRR2F	0.4295
SPRR2G	0.428
SPRR3	0.436
SPRR4	0.457
SPRTN	0.5975
SPRY1	0.5385
SPRY2	0.5705
SPRY3	0.4735
SPRY4	0.635
SPRYD3	0.576
SPRYD4	0.5035
SPRYD7	0.5995
SPSB1	0.6995
SPSB2	0.622
SPSB3	0.67
SPSB4	0.632
SPTA1	0.3155
SPTAN1	0.613
SPTB	0.5465
SPTBN1	0.7085
SPTBN2	0.6195
SPTBN4	0.643
SPTBN5	0.6365
SPTLC1	0.4855
SPTLC2	0.56
SPTLC3	0.4155
SPTSSA	0.5935
SPTSSB	0.541
SPTY2D1	0.5285
SPZ1	0.4225
SQLE	0.5985
SQRDL	0.551
SQSTM1	0.6775
SRA1	0.53
SRBD1	0.462
SRC	0.669
SRCAP	0.603
SRCIN1	0.7155
SRCRB4D	0.522
SRD5A1	0.6555
SRD5A3	0.5225
SREBF1	0.6415
SREBF2	0.645
SREK1	0.5215
SREK1IP1	0.4795
SRF	0.6665
SRFBP1	0.448
SRGAP1	0.631
SRGAP2	0.4
SRGAP3	0.4895
SRGN	0.4115
SRI	0.5165
SRL	0.568
SRM	0.653
SRMS	0.6715
SRP14	0.544
SRP19	0.475
SRP54	0.496
SRP68	0.5555
SRP72	0.5165
SRP9	0.5015
SRPK1	0.5535
SRPK2	0.682
SRPK3	0.669
SRPR	0.5625
SRPRB	0.464
SRPX	0.582
SRPX2	0.449
SRR	0.619
SRRD	0.528
SRRM1	0.6305
SRRM2	0.6465
SRRM3	0.6095
SRRM4	0.602
SRRM5	0.5695
SRRT	0.583
SRSF1	0.57
SRSF10	0.525
SRSF11	0.4655
SRSF12	0.6105
SRSF2	0.6885
SRSF3	0.4975
SRSF4	0.592
SRSF5	0.5525
SRSF6	0.6205
SRSF7	0.5455
SRSF9	0.6445
SRXN1	0.62
SRY	0.391
SS18	0.605
SS18L1	0.7475
SS18L2	0.5305
SSB	0.48
SSBP1	0.44
SSBP2	0.7125
SSBP3	0.7405
SSBP3-AS1	0.53
SSBP4	0.6985
SSC5D	0.6575
SSFA2	0.5855
SSH1	0.6455
SSH2	0.552
SSH3	0.698
SSMEM1	0.3685
SSNA1	0.6645
SSPN	0.546
SSR1	0.5435
SSR2	0.5165
SSR3	0.477
SSR4	0.599
SSRP1	0.553
SSSCA1	0.593
SST	0.4655
SSTR1	0.4885
SSTR2	0.6065
SSTR3	0.59
SSTR4	0.6605
SSTR5	0.672
SSU72	0.62
SSUH2	0.485
SSX1	0.482
SSX2	0.491
SSX2B	0.486
SSX2IP	0.5835
SSX3	0.4755
SSX4	0.484
SSX4B	0.4885
SSX5	0.4725
SSX7	0.459
ST13	0.5525
ST14	0.619
ST18	0.477
ST20	0.372
ST20-MTHFS	0.6175
ST3GAL1	0.665
ST3GAL2	0.55
ST3GAL3	0.6025
ST3GAL4	0.574
ST3GAL5	0.604
ST3GAL6	0.5935
ST5	0.6065
ST6GAL1	0.613
ST6GAL2	0.673
ST6GALNAC1	0.4975
ST6GALNAC2	0.666
ST6GALNAC3	0.5145
ST6GALNAC4	0.6095
ST6GALNAC5	0.487
ST6GALNAC6	0.643
ST7	0.5685
ST7-OT4	0.5955
ST7L	0.5575
ST8SIA1	0.6315
ST8SIA2	0.6485
ST8SIA3	0.3915
ST8SIA4	0.4885
ST8SIA5	0.648
ST8SIA6	0.6575
STAB1	0.634
STAB2	0.444
STAC	0.5345
STAC2	0.6365
STAC3	0.4795
STAG1	0.657
STAG2	0.599
STAG3	0.582
STAM	0.489
STAM2	0.5305
STAMBP	0.483
STAMBPL1	0.51
STAP1	0.334
STAP2	0.5365
STAR	0.5115
STARD10	0.532
STARD13	0.4395
STARD3	0.5795
STARD3NL	0.4815
STARD4	0.525
STARD5	0.536
STARD6	0.541
STARD7	0.594
STARD8	0.5355
STARD9	0.6015
STAT1	0.521
STAT2	0.482
STAT3	0.572
STAT4	0.514
STAT5A	0.5895
STAT5B	0.6685
STAT6	0.5765
STATH	0.313
STAU1	0.612
STAU2	0.6525
STC1	0.461
STC2	0.607
STEAP1	0.5055
STEAP1B	0.5105
STEAP2	0.5395
STEAP3	0.6545
STEAP4	0.4835
STH	0.55
STIL	0.5145
STIM1	0.6465
STIM2	0.613
STIP1	0.6495
STK10	0.6395
STK11	0.6945
STK11IP	0.4975
STK16	0.5295
STK17A	0.5915
STK17B	0.59
STK19	0.6085
STK24	0.524
STK25	0.7125
STK3	0.5635
STK31	0.42
STK32A	0.511
STK32B	0.6355
STK32C	0.7435
STK33	0.356
STK35	0.514
STK36	0.539
STK38	0.5345
STK38L	0.5185
STK39	0.56
STK4	0.542
STK40	0.616
STMN1	0.673
STMN2	0.5135
STMN3	0.7085
STMN4	0.507
STMND1	0.4945
STOM	0.601
STOML1	0.5955
STOML2	0.552
STOML3	0.3795
STON1	0.4085
STON1-GTF2A1L	0.405
STON2	0.441
STOX1	0.693
STOX2	0.562
STPG1	0.5425
STPG2	0.4645
STRA13	0.6885
STRA6	0.5605
STRA8	0.5115
STRADA	0.557
STRADB	0.599
STRAP	0.505
STRBP	0.6875
STRC	0.5185
STRIP1	0.537
STRIP2	0.6075
STRN	0.599
STRN3	0.616
STRN4	0.6445
STS	0.4285
STT3A	0.5475
STT3B	0.695
STUB1	0.7155
STX10	0.6295
STX11	0.582
STX12	0.511
STX16	0.625
STX17	0.5275
STX18	0.54
STX19	0.316
STX1A	0.6445
STX1B	0.6545
STX2	0.6145
STX3	0.622
STX4	0.6105
STX5	0.6225
STX6	0.5775
STX7	0.4775
STX8	0.5265
STXBP1	0.639
STXBP2	0.625
STXBP3	0.514
STXBP4	0.534
STXBP5	0.5805
STXBP5L	0.5625
STXBP6	0.5765
STYK1	0.49
STYX	0.5275
STYXL1	0.5805
SUB1	0.5355
SUCLA2	0.54
SUCLG1	0.517
SUCLG2	0.558
SUCNR1	0.3375
SUCO	0.568
SUDS3	0.5575
SUFU	0.5405
SUGCT	0.581
SUGP1	0.6155
SUGP2	0.6245
SUGT1	0.5075
SULF1	0.4125
SULF2	0.581
SULT1A1	0.576
SULT1A2	0.5795
SULT1A3	0.5715
SULT1A4	0.5715
SULT1B1	0.3995
SULT1C2	0.461
SULT1C3	0.3525
SULT1C4	0.458
SULT1E1	0.3435
SULT2A1	0.391
SULT2B1	0.606
SULT4A1	0.6165
SULT6B1	0.39
SUMF1	0.511
SUMF2	0.502
SUMO1	0.576
SUMO2	0.6365
SUMO3	0.739
SUMO4	0.3625
SUN1	0.446
SUN2	0.651
SUN3	0.3775
SUN5	0.4765
SUOX	0.5035
SUPT16H	0.516
SUPT20H	0.507
SUPT3H	0.5375
SUPT4H1	0.5385
SUPT5H	0.5055
SUPT6H	0.5085
SUPT7L	0.5465
SUPV3L1	0.5265
SURF1	0.622
SURF2	0.6215
SURF4	0.6725
SURF6	0.5715
SUSD1	0.6405
SUSD2	0.644
SUSD3	0.656
SUSD4	0.6915
SUSD5	0.5635
SUV39H1	0.627
SUV39H2	0.65
SUV420H1	0.732
SUV420H2	0.648
SUZ12	0.585
SV2A	0.545
SV2B	0.5655
SV2C	0.6115
SVEP1	0.563
SVIL	0.694
SVIP	0.469
SVOP	0.4
SVOPL	0.453
SWAP70	0.5915
SWI5	0.63
SWSAP1	0.542
SWT1	0.5775
SYAP1	0.5035
SYBU	0.5575
SYCE1	0.5965
SYCE1L	0.4815
SYCE2	0.571
SYCE3	0.6405
SYCN	0.5915
SYCP1	0.5015
SYCP2	0.6715
SYCP2L	0.4865
SYCP3	0.526
SYDE1	0.601
SYDE2	0.69
SYF2	0.5095
SYK	0.5225
SYMPK	0.6
SYN1	0.613
SYN3	0.603
SYNC	0.6355
SYNCRIP	0.6975
SYNDIG1	0.655
SYNDIG1L	0.605
SYNE1	0.5525
SYNE2	0.6315
SYNE3	0.541
SYNE4	0.613
SYNGAP1	0.549
SYNGR1	0.665
SYNGR2	0.664
SYNGR3	0.691
SYNGR4	0.6185
SYNJ1	0.588
SYNJ2	0.652
SYNJ2BP	0.427
SYNM	0.6615
SYNPO	0.589
SYNPO2	0.3955
SYNPO2L	0.4995
SYNPR	0.5365
SYNRG	0.54
SYP	0.58
SYPL1	0.5865
SYPL2	0.61
SYS1	0.5345
SYT1	0.568
SYT10	0.592
SYT11	0.5305
SYT12	0.51
SYT13	0.5795
SYT14	0.5785
SYT15	0.6715
SYT16	0.3835
SYT17	0.6625
SYT2	0.6635
SYT3	0.546
SYT4	0.4065
SYT5	0.6085
SYT6	0.6805
SYT7	0.714
SYT8	0.6545
SYT9	0.638
SYTL1	0.554
SYTL2	0.404
SYTL3	0.4245
SYTL4	0.5435
SYTL5	0.384
SYVN1	0.6
SZRD1	0.548
SZT2	0.504
T	0.6565
TAAR1	0.347
TAAR2	0.39
TAAR5	0.4275
TAAR6	0.399
TAAR8	0.38
TAB1	0.562
TAB2	0.3505
TAB3	0.389
TAC1	0.486
TAC3	0.511
TAC4	0.513
TACC1	0.6185
TACC2	0.4485
TACC3	0.7145
TACO1	0.5345
TACR1	0.585
TACR2	0.5585
TACR3	0.532
TACSTD2	0.5725
TADA1	0.5095
TADA2A	0.5915
TADA2B	0.726
TADA3	0.5835
TAF1	0.549
TAF10	0.564
TAF11	0.4805
TAF12	0.527
TAF13	0.457
TAF15	0.5455
TAF1A	0.4645
TAF1B	0.5255
TAF1C	0.5475
TAF1D	0.5185
TAF1L	0.4915
TAF2	0.4995
TAF3	0.56
TAF4	0.808
TAF4B	0.4975
TAF5	0.5575
TAF5L	0.6515
TAF6	0.55
TAF6L	0.5445
TAF7	0.4805
TAF7L	0.4595
TAF8	0.533
TAF9	0.5475
TAF9B	0.537
TAGAP	0.4125
TAGLN	0.566
TAGLN2	0.582
TAGLN3	0.508
TAL1	0.525
TAL2	0.451
TALDO1	0.67
TAMM41	0.5125
TANC1	0.6425
TANC2	0.31
TANGO2	0.631
TANGO6	0.5175
TANK	0.4705
TAOK1	0.6055
TAOK2	0.587
TAOK3	0.587
TAP1	0.6315
TAP2	0.5725
TAPBP	0.6115
TAPBPL	0.5795
TAPT1	0.659
TARBP1	0.638
TARBP2	0.5845
TARDBP	0.57
TARM1	0.474
TARS	0.5205
TARS2	0.4925
TARSL2	0.554
TAS1R1	0.5885
TAS1R2	0.5125
TAS1R3	0.666
TAS2R1	0.3875
TAS2R10	0.33
TAS2R13	0.3605
TAS2R14	0.356
TAS2R16	0.405
TAS2R19	0.369
TAS2R20	0.3655
TAS2R3	0.429
TAS2R30	0.3605
TAS2R31	0.3995
TAS2R38	0.4575
TAS2R39	0.401
TAS2R4	0.413
TAS2R40	0.422
TAS2R41	0.4885
TAS2R42	0.358
TAS2R43	0.393
TAS2R46	0.362
TAS2R5	0.4845
TAS2R50	0.3645
TAS2R60	0.4575
TAS2R7	0.368
TAS2R8	0.3355
TAS2R9	0.381
TASP1	0.4875
TAT	0.431
TATDN1	0.4905
TATDN2	0.567
TATDN3	0.5165
TAX1BP1	0.5205
TAX1BP3	0.6415
TAZ	0.592
TBATA	0.494
TBC1D1	0.6405
TBC1D10A	0.614
TBC1D10B	0.6635
TBC1D10C	0.5905
TBC1D12	0.626
TBC1D13	0.5635
TBC1D14	0.6865
TBC1D15	0.504
TBC1D16	0.6655
TBC1D17	0.612
TBC1D19	0.4505
TBC1D2	0.5805
TBC1D20	0.573
TBC1D21	0.448
TBC1D22A	0.545
TBC1D22B	0.518
TBC1D23	0.4895
TBC1D24	0.7265
TBC1D25	0.5545
TBC1D26	0.602
TBC1D28	0.57
TBC1D29	0.552
TBC1D2B	0.5715
TBC1D3	0.3475
TBC1D30	0.5725
TBC1D31	0.516
TBC1D32	0.485
TBC1D3B	0.545
TBC1D3C	0.545
TBC1D3F	0.545
TBC1D3G	0.5465
TBC1D3H	0.5465
TBC1D4	0.622
TBC1D5	0.3835
TBC1D7	0.3615
TBC1D8	0.6215
TBC1D8B	0.477
TBC1D9	0.602
TBC1D9B	0.688
TBCA	0.544
TBCB	0.6405
TBCC	0.582
TBCCD1	0.552
TBCD	0.742
TBCE	0.4925
TBCEL	0.5595
TBCK	0.532
TBK1	0.5295
TBKBP1	0.682
TBL1X	0.7015
TBL1XR1	0.536
TBL1Y	0.637
TBL2	0.5955
TBL3	0.628
TBP	0.487
TBPL1	0.5665
TBPL2	0.54
TBR1	0.4985
TBRG1	0.476
TBRG4	0.5265
TBX1	0.653
TBX10	0.6345
TBX15	0.5445
TBX18	0.5465
TBX19	0.457
TBX2	0.7125
TBX20	0.6005
TBX21	0.635
TBX22	0.505
TBX3	0.565
TBX4	0.6445
TBX5	0.542
TBX6	0.649
TBXA2R	0.641
TBXAS1	0.4365
TC2N	0.511
TCAIM	0.527
TCAP	0.606
TCEA1	0.577
TCEA2	0.6665
TCEA3	0.6445
TCEAL1	0.505
TCEAL2	0.5895
TCEAL3	0.4905
TCEAL4	0.5115
TCEAL5	0.49
TCEAL6	0.5755
TCEAL7	0.4635
TCEAL8	0.477
TCEANC	0.4735
TCEANC2	0.559
TCEB1	0.534
TCEB2	0.6615
TCEB3	0.5975
TCEB3B	0.53
TCEB3C	0.613
TCEB3CL	0.6125
TCEB3CL2	0.614
TCERG1	0.508
TCERG1L	0.7425
TCF12	0.6745
TCF15	0.6325
TCF19	0.5795
TCF20	0.494
TCF21	0.544
TCF23	0.5655
TCF24	0.647
TCF25	0.673
TCF3	0.725
TCF4	0.4255
TCF7	0.695
TCF7L1	0.676
TCF7L2	0.513
TCFL5	0.725
TCHH	0.359
TCHHL1	0.397
TCHP	0.5375
TCIRG1	0.66
TCL1A	0.5155
TCL1B	0.5745
TCN1	0.3815
TCN2	0.5265
TCOF1	0.575
TCP1	0.605
TCP10	0.508
TCP10L	0.4865
TCP10L2	0.5035
TCP11	0.6075
TCP11L1	0.5855
TCP11L2	0.6275
TCP11X1	0.472
TCP11X2	0.472
TCTA	0.6245
TCTE1	0.633
TCTE3	0.533
TCTEX1D1	0.526
TCTEX1D2	0.599
TCTEX1D4	0.612
TCTN1	0.527
TCTN2	0.5015
TCTN3	0.503
TDG	0.4905
TDGF1	0.4805
TDO2	0.369
TDP1	0.552
TDP2	0.528
TDRD1	0.4725
TDRD10	0.641
TDRD12	0.651
TDRD15	0.48
TDRD3	0.6315
TDRD5	0.5505
TDRD6	0.628
TDRD7	0.5605
TDRD9	0.607
TDRKH	0.495
TDRP	0.653
TEAD1	0.408
TEAD2	0.629
TEAD3	0.7425
TEAD4	0.697
TEC	0.546
TECPR1	0.593
TECPR2	0.582
TECR	0.5665
TECRL	0.3045
TECTA	0.379
TECTB	0.39
TEDDM1	0.471
TEF	0.678
TEFM	0.555
TEK	0.4065
TEKT1	0.4845
TEKT2	0.586
TEKT3	0.5045
TEKT4	0.648
TEKT5	0.4975
TELO2	0.6305
TEN1	0.5905
TENC1	0.593
TENM1	0.369
TENM2	0.4115
TENM3	0.466
TENM4	0.652
TEP1	0.5055
TEPP	0.504
TERF1	0.507
TERF2	0.5415
TERF2IP	0.5855
TERT	0.734
TES	0.56
TESC	0.654
TESK1	0.6785
TESK2	0.5455
TESPA1	0.44
TET1	0.6095
TET2	0.559
TET3	0.5415
TEX10	0.541
TEX101	0.377
TEX11	0.4765
TEX12	0.459
TEX13A	0.5155
TEX13B	0.554
TEX14	0.525
TEX15	0.3755
TEX19	0.5195
TEX2	0.61
TEX22	0.6655
TEX26	0.487
TEX261	0.581
TEX264	0.626
TEX28	0.5755
TEX28P1	0.4855
TEX28P2	0.488
TEX29	0.5605
TEX30	0.6355
TEX33	0.4795
TEX35	0.535
TEX36	0.4695
TEX37	0.5005
TEX38	0.502
TEX40	0.6495
TEX9	0.4415
TF	0.529
TFAM	0.53
TFAP2A	0.5385
TFAP2B	0.4005
TFAP2C	0.647
TFAP2D	0.4345
TFAP2E	0.642
TFAP4	0.691
TFB1M	0.479
TFB2M	0.566
TFCP2	0.5485
TFCP2L1	0.627
TFDP1	0.7235
TFDP2	0.587
TFDP3	0.502
TFE3	0.5855
TFEB	0.707
TFEC	0.3365
TFF1	0.535
TFF2	0.5485
TFF3	0.487
TFG	0.5455
TFIP11	0.4825
TFPI	0.338
TFPI2	0.533
TFPT	0.5615
TFR2	0.596
TFRC	0.571
TG	0.4445
TGDS	0.532
TGFA	0.645
TGFB1	0.6825
TGFB1I1	0.624
TGFB2	0.552
TGFB3	0.535
TGFBI	0.6
TGFBR1	0.694
TGFBR2	0.559
TGFBR3	0.6295
TGFBR3L	0.6645
TGFBRAP1	0.613
TGIF1	0.613
TGIF2	0.6645
TGIF2-C20orf24	0.677
TGIF2LX	0.4645
TGIF2LY	0.457
TGM1	0.594
TGM2	0.5785
TGM3	0.47
TGM4	0.4385
TGM5	0.466
TGM6	0.534
TGM7	0.4805
TGOLN2	0.5375
TGS1	0.5245
TH	0.6225
THADA	0.4785
THAP1	0.53
THAP10	0.5125
THAP11	0.635
THAP2	0.488
THAP3	0.5905
THAP4	0.7135
THAP5	0.562
THAP6	0.494
THAP7	0.628
THAP8	0.605
THAP9	0.4945
THBD	0.6745
THBS1	0.62
THBS2	0.481
THBS3	0.597
THBS4	0.5425
THEG	0.6175
THEGL	0.5335
THEM4	0.502
THEM5	0.5335
THEM6	0.7005
THEMIS	0.3685
THEMIS2	0.6035
THG1L	0.4455
THNSL1	0.5185
THNSL2	0.5315
THOC1	0.5395
THOC2	0.583
THOC3	0.5315
THOC5	0.5165
THOC6	0.602
THOC7	0.6715
THOP1	0.571
THPO	0.5555
THRA	0.65
THRAP3	0.545
THRB	0.665
THRSP	0.5075
THSD1	0.5055
THSD4	0.396
THSD7A	0.4825
THSD7B	0.332
THTPA	0.5835
THUMPD1	0.549
THUMPD2	0.4945
THUMPD3	0.4895
THY1	0.5505
THYN1	0.5595
TIA1	0.464
TIAF1	0.5545
TIAL1	0.6065
TIAM1	0.69
TIAM2	0.404
TICAM1	0.5905
TICAM2	0.502
TICRR	0.5565
TIE1	0.527
TIFA	0.5555
TIFAB	0.5055
TIGD1	0.5505
TIGD2	0.4135
TIGD3	0.6495
TIGD4	0.566
TIGD5	0.7485
TIGD6	0.5765
TIGD7	0.571
TIGIT	0.5305
TIMD4	0.42
TIMELESS	0.4955
TIMM10	0.5045
TIMM10B	0.5675
TIMM13	0.615
TIMM17A	0.5025
TIMM17B	0.5655
TIMM21	0.5115
TIMM22	0.559
TIMM23	0.5245
TIMM23B	0.5245
TIMM44	0.56
TIMM50	0.5455
TIMM8A	0.5035
TIMM8B	0.504
TIMM9	0.4725
TIMMDC1	0.509
TIMP1	0.5525
TIMP2	0.6865
TIMP3	0.616
TIMP4	0.539
TINAG	0.3955
TINAGL1	0.6235
TINF2	0.582
TIPARP	0.658
TIPIN	0.506
TIPRL	0.5025
TIRAP	0.5775
TJAP1	0.4975
TJP1	0.6535
TJP2	0.405
TJP3	0.6115
TK1	0.557
TK2	0.57
TKT	0.6305
TKTL1	0.572
TKTL2	0.4735
TLCD1	0.6615
TLCD2	0.656
TLDC1	0.6445
TLDC2	0.4995
TLE1	0.6815
TLE2	0.665
TLE3	0.6215
TLE4	0.593
TLE6	0.5935
TLK1	0.644
TLK2	0.73
TLL1	0.556
TLL2	0.582
TLN1	0.5955
TLN2	0.478
TLR1	0.3825
TLR10	0.415
TLR2	0.36
TLR3	0.4015
TLR4	0.419
TLR5	0.4375
TLR6	0.3455
TLR7	0.3845
TLR8	0.3755
TLR9	0.59925
TLX1	0.435
TLX1NB	0.595
TLX2	0.67
TLX3	0.6625
TM2D1	0.458
TM2D2	0.612
TM2D3	0.584
TM4SF1	0.4565
TM4SF18	0.4125
TM4SF19	0.5175
TM4SF2	0.54
TM4SF20	0.4085
TM4SF4	0.41
TM4SF5	0.5315
TM6SF1	0.603
TM6SF2	0.5975
TM7SF2	0.662
TM7SF3	0.5085
TM9SF1	0.563
TM9SF2	0.531
TM9SF3	0.6015
TM9SF4	0.499
TMA16	0.535
TMA7	0.538
TMBIM1	0.5465
TMBIM4	0.516
TMBIM6	0.519
TMC1	0.4465
TMC2	0.5565
TMC3	0.428
TMC4	0.624
TMC5	0.519
TMC6	0.665
TMC7	0.532
TMC8	0.6265
TMCC1	0.3885
TMCC2	0.5845
TMCC3	0.6135
TMCO1	0.4825
TMCO2	0.417
TMCO3	0.7015
TMCO4	0.6105
TMCO5A	0.3985
TMCO6	0.536
TMED1	0.5835
TMED10	0.4755
TMED2	0.567
TMED3	0.5675
TMED4	0.598
TMED5	0.572
TMED6	0.4435
TMED7	0.5015
TMED7-TICAM2	0.5025
TMED8	0.5805
TMED9	0.498
TMEFF1	0.627
TMEFF2	0.594
TMEM100	0.4345
TMEM101	0.499
TMEM102	0.5675
TMEM104	0.577
TMEM105	0.645
TMEM106A	0.499
TMEM106B	0.521
TMEM106C	0.5375
TMEM107	0.575
TMEM108	0.5645
TMEM109	0.5835
TMEM11	0.6335
TMEM110	0.586
TMEM110-MUSTN1	0.584
TMEM114	0.486
TMEM115	0.597
TMEM116	0.604
TMEM117	0.548
TMEM119	0.5955
TMEM120B	0.6015
TMEM121	0.7085
TMEM123	0.5645
TMEM125	0.5465
TMEM126A	0.4275
TMEM126B	0.502
TMEM127	0.6655
TMEM128	0.4935
TMEM129	0.7235
TMEM130	0.6395
TMEM131	0.621
TMEM132A	0.6565
TMEM132B	0.508
TMEM132C	0.6995
TMEM132D	0.686
TMEM132E	0.6935
TMEM133	0.386
TMEM134	0.6155
TMEM135	0.5335
TMEM136	0.5265
TMEM138	0.553
TMEM139	0.516
TMEM140	0.428
TMEM141	0.6225
TMEM143	0.62
TMEM144	0.4345
TMEM145	0.6085
TMEM147	0.6075
TMEM14A	0.5175
TMEM14B	0.5205
TMEM14C	0.5195
TMEM14E	0.369
TMEM150A	0.6255
TMEM150B	0.5255
TMEM150C	0.6015
TMEM151A	0.6405
TMEM151B	0.6445
TMEM154	0.465
TMEM155	0.5515
TMEM156	0.369
TMEM158	0.6855
TMEM159	0.5595
TMEM160	0.574
TMEM161A	0.535
TMEM161B	0.5205
TMEM163	0.6825
TMEM164	0.6695
TMEM165	0.5775
TMEM167A	0.471
TMEM167B	0.5125
TMEM168	0.5145
TMEM169	0.517
TMEM17	0.5005
TMEM170A	0.6105
TMEM170B	0.6505
TMEM171	0.625
TMEM173	0.5145
TMEM174	0.4825
TMEM175	0.6245
TMEM176A	0.674
TMEM176B	0.6585
TMEM177	0.5495
TMEM178A	0.643
TMEM178B	0.656
TMEM179	0.5185
TMEM179B	0.621
TMEM18	0.5725
TMEM180	0.5525
TMEM181	0.6235
TMEM182	0.352
TMEM183A	0.5265
TMEM184A	0.6095
TMEM184B	0.6155
TMEM184C	0.4815
TMEM185A	0.576
TMEM185B	0.6485
TMEM186	0.534
TMEM187	0.6635
TMEM189	0.625
TMEM189-UBE2V1	0.631
TMEM19	0.461
TMEM190	0.618
TMEM192	0.557
TMEM194A	0.5055
TMEM194B	0.5385
TMEM196	0.5255
TMEM198	0.6625
TMEM199	0.567
TMEM2	0.6555
TMEM200A	0.3945
TMEM200B	0.7265
TMEM200C	0.6375
TMEM201	0.6685
TMEM202	0.4315
TMEM203	0.598
TMEM204	0.6455
TMEM205	0.564
TMEM206	0.5935
TMEM207	0.342
TMEM208	0.5735
TMEM209	0.492
TMEM210	0.6405
TMEM211	0.491
TMEM212	0.3325
TMEM213	0.5455
TMEM214	0.57
TMEM215	0.6285
TMEM216	0.55
TMEM217	0.5245
TMEM218	0.46
TMEM219	0.593
TMEM220	0.535
TMEM221	0.6115
TMEM222	0.554
TMEM223	0.5425
TMEM225	0.3965
TMEM229A	0.6545
TMEM229B	0.6465
TMEM230	0.491
TMEM231	0.5685
TMEM232	0.415
TMEM233	0.5385
TMEM234	0.5555
TMEM235	0.6615
TMEM236	0.433
TMEM237	0.542
TMEM238	0.6595
TMEM239	0.58125
TMEM240	0.748
TMEM241	0.4995
TMEM242	0.524
TMEM243	0.5745
TMEM244	0.383
TMEM245	0.57
TMEM246	0.4765
TMEM247	0.505
TMEM248	0.553
TMEM249	0.665
TMEM25	0.6435
TMEM251	0.6
TMEM252	0.4595
TMEM253	0.5955
TMEM254	0.543
TMEM255A	0.558
TMEM255B	0.5875
TMEM256	0.63
TMEM256-PLSCR3	0.63
TMEM257	0.32
TMEM258	0.546
TMEM259	0.6135
TMEM26	0.516
TMEM260	0.4855
TMEM261	0.4815
TMEM262	0.56
TMEM27	0.406
TMEM30A	0.492
TMEM30B	0.493
TMEM30C	0.418
TMEM31	0.4835
TMEM33	0.5
TMEM35	0.479
