gene	gc
HRC	0.59875
MIR4324	0.48875
SLC6A16	0.48025
TEAD2	0.607
TEAD2	0.60375
PTH2	0.5705
SLC17A7	0.6205
PIH1D1	0.5435
MIR150	0.55475
NOSIP	0.4885
RRAS	0.59775
IRF3	0.567
TSKS	0.5265
FUZ	0.47425
PTOV1-AS1	0.5845
PNKP	0.576
AKT1S1	0.58025
AKT1S1	0.57875
AKT1S1	0.57575
IL4I1	0.57375
NUP62	0.55525
NUP62	0.555
IL4I1	0.555
NUP62	0.5545
NUP62	0.5505
SIGLEC11	0.52775
VRK3	0.52175
SNAR-A10	0.46325
SNAR-A11	0.46325
SNAR-A14	0.46325
SNAR-A3	0.46325
SNAR-A4	0.46325
SNAR-A5	0.46325
SNAR-A6	0.46325
SNAR-A7	0.46325
SNAR-A8	0.46325
SNAR-A9	0.46325
SNAR-A10	0.48525
SNAR-A11	0.48525
SNAR-A14	0.48525
SNAR-A3	0.48525
SNAR-A4	0.48525
SNAR-A5	0.48525
SNAR-A6	0.48525
SNAR-A7	0.48525
SNAR-A8	0.48525
SNAR-A9	0.48525
SNAR-A10	0.48575
SNAR-A11	0.48575
SNAR-A14	0.48575
SNAR-A3	0.48575
SNAR-A4	0.48575
SNAR-A5	0.48575
SNAR-A6	0.48575
SNAR-A7	0.48575
SNAR-A8	0.48575
SNAR-A9	0.48575
SNAR-A10	0.48575
SNAR-A11	0.48575
SNAR-A14	0.48575
SNAR-A3	0.48575
SNAR-A4	0.48575
SNAR-A5	0.48575
SNAR-A6	0.48575
SNAR-A7	0.48575
SNAR-A8	0.48575
SNAR-A9	0.48575
SNAR-A10	0.463
SNAR-A11	0.463
SNAR-A14	0.463
SNAR-A3	0.463
SNAR-A4	0.463
SNAR-A5	0.463
SNAR-A6	0.463
SNAR-A7	0.463
SNAR-A8	0.463
SNAR-A9	0.463
SNAR-A10	0.46275
SNAR-A11	0.46275
SNAR-A14	0.46275
SNAR-A3	0.46275
SNAR-A4	0.46275
SNAR-A5	0.46275
SNAR-A6	0.46275
SNAR-A7	0.46275
SNAR-A8	0.46275
SNAR-A9	0.46275
SNAR-A10	0.46325
SNAR-A11	0.46325
SNAR-A14	0.46325
SNAR-A3	0.46325
SNAR-A4	0.46325
SNAR-A5	0.46325
SNAR-A6	0.46325
SNAR-A7	0.46325
SNAR-A8	0.46325
SNAR-A9	0.46325
SNAR-A10	0.464
SNAR-A11	0.464
SNAR-A14	0.464
SNAR-A3	0.464
SNAR-A4	0.464
SNAR-A5	0.464
SNAR-A6	0.464
SNAR-A7	0.464
SNAR-A8	0.464
SNAR-A9	0.464
SNAR-A10	0.4625
SNAR-A11	0.4625
SNAR-A14	0.4625
SNAR-A3	0.4625
SNAR-A4	0.4625
SNAR-A5	0.4625
SNAR-A6	0.4625
SNAR-A7	0.4625
SNAR-A8	0.4625
SNAR-A9	0.4625
SNAR-B1	0.45725
SNAR-B2	0.45725
SNAR-B1	0.53225
SNAR-B2	0.53225
SNAR-D	0.51475
IZUMO2	0.49175
KCNC3	0.6395
NAPSB	0.465
NAPSA	0.4975
FAM71E1	0.58225
JOSD2	0.62325
ASPDH	0.622
ASPDH	0.60975
LRRC4B	0.64725
SYT3	0.56125
SYT3	0.54875
SHANK1	0.652
SNORD88B	0.56575
SNORD88A	0.56125
SNORD88C	0.51175
C19orf48	0.51375
C19orf48	0.5135
KLK1	0.54125
KLK15	0.55325
KLKP1	0.4895
KLK4	0.5715
KLK5	0.53075
KLK6	0.5685
KLK6	0.55975
KLK7	0.536
KLK7	0.52725
KLK8	0.5925
KLK9	0.49775
KLK10	0.55425
KLK10	0.5545
KLK10	0.552
KLK11	0.56025
KLK11	0.552
KLK11	0.54025
KLK12	0.51125
KLK13	0.53
KLK14	0.54425
CTU1	0.5165
VSIG10L	0.55725
ETFB	0.5095
ETFB	0.613
CLDND2	0.58725
NKG7	0.5475
LIM2	0.52775
LOC147646	0.5205
SIGLEC10	0.53775
SIGLEC8	0.5525
SIGLEC12	0.576
SIGLEC12	0.52675
SIGLEC6	0.4675
FLJ30403	0.544
SIGLEC5	0.50325
SIGLEC14	0.532
HAS1	0.51575
FPR1	0.44
ZNF577	0.396
ZNF577	0.3985
ZNF649	0.476
ZNF350	0.46725
ZNF615	0.4315
ZNF614	0.4185
ZNF432	0.43725
ZNF841	0.49425
ZNF616	0.4925
ZNF836	0.50025
ZNF83	0.49725
ZNF83	0.49975
ZNF611	0.43625
ZNF611	0.50925
ZNF611	0.50775
ZNF600	0.5315
ZNF28	0.494
ZNF468	0.5055
ZNF320	0.48625
ZNF321P	0.50975
ZNF816	0.46925
ZNF816-ZNF321P	0.46925
ZNF702P	0.52825
ZNF160	0.5245
ZNF415	0.4545
ZNF415	0.45475
ZNF347	0.48025
ZNF347	0.47875
ZNF665	0.49475
ZNF677	0.4375
VN1R4	0.4325
BIRC8	0.434
LOC284379	0.49175
MIR371B	0.5105
NLRP12	0.54075
NLRP12	0.47
VSTM1	0.50575
TARM1	0.4455
OSCAR	0.5355
TFPT	0.544
LENG1	0.56375
TMC4	0.611
MBOAT7	0.65575
LILRB3	0.54875
LILRA6	0.5585
LILRB5	0.53725
LILRB2	0.5265
LILRA3	0.52775
LILRA3	0.52225
LILRA5	0.49
LILRA4	0.52625
LAIR1	0.466
LENG9	0.652
CDC42EP5	0.57425
NLRP7	0.49875
RNU6-35	0.4785
RNU6-64	0.4785
GP6	0.484
RDH13	0.5295
RDH13	0.545
PPP1R12C	0.59625
TNNT1	0.53525
TNNI3	0.6175
DNAAF3	0.52725
SYT5	0.59475
PTPRH	0.575
TMEM86B	0.63625
PPP6R1	0.59175
HSPBP1	0.5385
TMEM150B	0.51275
COX6B2	0.59825
FAM71E2	0.5725
IL11	0.65325
TMEM238	0.61825
UBE2S	0.5605
SHISA7	0.61
ISOC2	0.5735
SBK2	0.59425
SGK110	0.60875
ZNF579	0.54975
FIZ1	0.57375
ZNF784	0.4885
NLRP9	0.42375
NLRP11	0.46375
NLRP13	0.472
ZNF787	0.588
ZSCAN5B	0.48825
ZSCAN5A	0.406
ZNF582	0.46525
ZNF667	0.54525
ZNF835	0.5195
PEG3	0.439
PEG3	0.51425
ZIM2	0.51425
ZIM3	0.42175
DUXA	0.34425
VN1R1	0.42225
ZNF772	0.43025
ZNF550	0.47425
ZNF416	0.465
ZNF154	0.48875
ZNF671	0.46025
ZNF552	0.51175
FKBP1AP1	0.4725
ZNF814	0.48225
ZNF417	0.4805
ZNF418	0.48
ZNF256	0.53425
C19orf18	0.46025
ZNF606	0.52475
ZSCAN18	0.53175
ZSCAN18	0.514
ZNF329	0.44625
A1BG	0.5745
ZNF497	0.56175
ZNF837	0.58
MIR4754	0.551
ZNF132	0.55425
SLC27A5	0.61425
ZBTB45	0.56725
CHMP2A	0.58025
CHMP2A	0.58075
UBE2M	0.60275
MZF1	0.5745
FAM110C	0.571
SH3YL1	0.529
FAM150B	0.614
TMEM18	0.526
LOC339822	0.52825
PXDN	0.6255
MYT1L	0.38175
TSSC1	0.5375
ADI1	0.538
RNASEH1	0.505
LOC100505964	0.50225
LOC727982	0.36475
LINC00487	0.4925
CMPK2	0.52425
CMPK2	0.50125
RNF144A-AS1	0.57875
LOC339788	0.40925
LINC00299	0.52875
KIDINS220	0.521
MBOAT2	0.5505
ITGB1BP1	0.52875
ADAM17	0.49775
YWHAQ	0.544
CYS1	0.58725
MIR4261	0.589
SNORA80B	0.548
ODC1	0.57325
NOL10	0.47625
PDIA6	0.57125
FLJ33534	0.5645
ROCK2	0.54925
E2F6	0.49725
MIR4429	0.51175
NTSR2	0.5115
MIR4262	0.46825
LOC100506474	0.397
NBAS	0.44975
MYCNOS	0.613
FAM49A	0.5335
RAD51AP2	0.375
SMC6	0.46275
RDH14	0.49275
NT5C1B	0.38625
NT5C1B-RDH14	0.38625
OSR1	0.55325
TTC32	0.4375
WDR35	0.41775
MATN3	0.525
LAPTM4A	0.48825
SDC1	0.6245
SDC1	0.61275
PUM2	0.386
HS1BP3	0.56425
C2orf43	0.4615
APOB	0.52925
LOC645949	0.36125
ATAD2B	0.5385
C2orf44	0.491
SF3B14	0.52075
TP53I3	0.52725
TP53I3	0.49975
PFN4	0.50125
ITSN2	0.53725
PTRHD1	0.4625
ADCY3	0.633
DNAJC27	0.488
POMC	0.54
DNMT3A	0.603
MIR1301	0.52925
DNMT3A	0.69975
DNMT3A	0.6455
DTNB	0.42475
DTNB	0.4045
DTNB	0.54325
ASXL2	0.48375
KIF3C	0.57225
HADHA	0.48475
GPR113	0.44425
GPR113	0.44525
GPR113	0.4655
OTOF	0.611
OTOF	0.5415
CIB4	0.50575
OST4	0.55875
CGREF1	0.48175
CGREF1	0.5365
CGREF1	0.5415
PREB	0.56825
C2orf53	0.4905
SLC5A6	0.51375
SLC30A3	0.6475
UCN	0.578
MPV17	0.48175
GTF3C2	0.52425
EIF2B4	0.55575
EIF2B4	0.55075
ZNF513	0.53575
ZNF513	0.5295
FTH1P3	0.478
PPM1G	0.51125
IFT172	0.4805
FNDC4	0.55475
CCDC121	0.47725
CCDC121	0.47625
SUPT7L	0.47025
RBKS	0.44875
BRE-AS1	0.44475
LOC100505716	0.45675
TRMT61B	0.48425
C2orf71	0.48275
ALK	0.5365
CAPN13	0.452
GALNT14	0.48325
GALNT14	0.581
CAPN14	0.46825
XDH	0.43875
SRD5A2	0.5315
MEMO1	0.5715
DPY30	0.461
NLRC4	0.437
NLRC4	0.446
NLRC4	0.4445
FAM98A	0.4445
MYADML	0.5005
LOC100288911	0.59875
FEZ2	0.52275
STRN	0.507
HEATR5B	0.43975
EIF2AK2	0.395
EIF2AK2	0.52225
SULT6B1	0.4005
CEBPZ	0.475
PRKD3	0.37025
CDC42EP3	0.53925
CYP1B1	0.6095
ATL2	0.5245
HNRPLL	0.50575
SRSF7	0.50475
DHX57	0.4695
LOC375196	0.5135
SOS1	0.53175
CDKL4	0.3855
MAP4K3	0.5075
THUMPD2	0.4685
SLC8A1	0.41775
SLC8A1	0.3635
C2orf91	0.48525
COX7A2L	0.48
KCNG3	0.58225
OXER1	0.57925
HAAO	0.53875
ZFP36L2	0.6275
THADA	0.4545
THADA	0.449
LOC728819	0.4875
ABCG5	0.527
LRPPRC	0.51875
PREPL	0.43875
PREPL	0.46575
PREPL	0.489
PREPL	0.49525
MIR548AD	0.3985
SIX2	0.61875
UNQ6975	0.4735
SRBD1	0.42175
ATP6V1E2	0.48175
PIGF	0.42325
MCFD2	0.50325
MCFD2	0.50425
MCFD2	0.56975
C2orf61	0.429
CALM2	0.50825
KCNK12	0.63525
FBXO11	0.388
FBXO11	0.55375
LHCGR	0.45575
FSHR	0.373
NRXN1	0.484
NRXN1	0.424
ASB3	0.47325
ASB3	0.478
MIR3682	0.3855
GPR75	0.44325
GPR75-ASB3	0.44325
PSME4	0.52525
TSPYL6	0.45975
RTN4	0.3355
RTN4	0.532
RTN4	0.50625
C2orf63	0.476
C2orf63	0.46875
MTIF2	0.4655
MTIF2	0.4685
CCDC88A	0.47525
SMEK2	0.4875
PNPT1	0.44775
EFEMP1	0.45375
MIR217	0.3735
MIR216A	0.39525
MIR216B	0.33675
FANCL	0.40825
MIR4432	0.4765
BCL11A	0.58325
FLJ16341	0.492
PUS10	0.42125
LOC339803	0.4605
SNORA70B	0.3825
USP34	0.53875
XPO1	0.542
FAM161A	0.473
CCT4	0.49375
TMEM17	0.45625
LOC100132215	0.52225
LOC100132215	0.592
DBIL5P2	0.395
WDPCP	0.45425
VPS54	0.47
PELI1	0.47625
LINC00309	0.4565
SERTAD2	0.5235
LOC400958	0.44625
RAB1A	0.51975
SPRED2	0.391
SPRED2	0.586
MIR4778	0.3885
MEIS1-AS3	0.54325
LOC644838	0.438
C1D	0.42725
WDR92	0.449
WDR92	0.44975
PPP3R1	0.5195
CNRIP1	0.4885
FBXO48	0.45725
BMP10	0.3995
GKN2	0.40725
GFPT1	0.46225
NFU1	0.4965
SNORA36C	0.45425
AAK1	0.50225
ASPRV1	0.55125
PCBP1-AS1	0.5435
LOC100133985	0.49475
C2orf42	0.4895
TIA1	0.42825
SNRPG	0.46
FAM136A	0.53025
TGFA	0.57125
ADD2	0.527
ADD2	0.5365
FIGLA	0.493
CLEC4F	0.50975
CD207	0.50575
TEX261	0.52725
MCEE	0.46275
PAIP2B	0.47
CYP26B1	0.63375
EXOC6B	0.482
SFXN5	0.5755
RAB11FIP5	0.575
PRADC1	0.5635
FBXO41	0.56375
EGR4	0.538
NAT8	0.523
NAT8B	0.50975
TPRKB	0.4665
DUSP11	0.433
BOLA3	0.5305
MOB1A	0.46575
SLC4A5	0.4085
SLC4A5	0.45925
DCTN1	0.542
DCTN1	0.48975
DCTN1	0.43025
C2orf81	0.49225
RTKN	0.60525
RTKN	0.57225
MOGS	0.52675
MRPL53	0.533
CCDC142	0.55775
LBX2	0.575
PCGF1	0.513
DQX1	0.52125
AUP1	0.569
LOXL3	0.62825
C2orf65	0.47025
TACR1	0.53375
FAM176A	0.52025
FAM176A	0.42
GCFC2	0.483
GCFC2	0.487
LRRTM4	0.363
SNAR-H	0.4315
REG1B	0.40375
REG1P	0.44325
REG3A	0.441
REG3A	0.441
MIR4264	0.39375
LRRTM1	0.52025
SUCLG1	0.4465
TRABD2A	0.50425
TGOLN2	0.4835
RETSAT	0.5105
CAPG	0.53525
CAPG	0.50975
LOC100630918	0.5325
GGCX	0.51675
TMEM150A	0.5615
C2orf68	0.52425
SFTPB	0.53775
ST3GAL5	0.44175
ST3GAL5	0.54425
LOC90784	0.489
POLR1A	0.42875
MIR4779	0.47375
IMMT	0.49725
REEP1	0.56325
REEP1	0.5495
CHMP3	0.446
RNF103	0.52675
RNF103-CHMP3	0.53
CD8A	0.53275
CD8A	0.511
CD8B	0.53575
PLGLB1	0.39175
PLGLB2	0.39225
LOC285074	0.55575
RGPD2	0.43575
RGPD1	0.39375
KRCC1	0.486
MIR4780	0.4725
FABP1	0.494
FOXI3	0.51425
EIF2AK3	0.512
LOC654342	0.5245
LOC90499	0.562
ANKRD20A8P	0.507
LOC442028	0.45125
MRPS5	0.48125
ZNF514	0.5645
TRIM43B	0.3905
GPAT2	0.53275
ADRA2B	0.66875
ASTL	0.5375
DUSP2	0.6295
STARD7	0.536
TMEM127	0.58475
SNRNP200	0.48
NEURL3	0.573
KANSL3	0.5205
KANSL3	0.51225
LMAN2L	0.4915
ANKRD23	0.53475
ANKRD39	0.59225
SEMA4C	0.64175
FAM178B	0.57175
FAM178B	0.554
FAM178B	0.5145
FAHD2B	0.528
LOC100506123	0.381
ANKRD36B	0.5085
ACTR1B	0.531
TMEM131	0.52625
COA5	0.4985
MGAT4A	0.3775
MGAT4A	0.5475
C2orf55	0.55375
TSGA10	0.4815
TSGA10	0.45775
MITD1	0.45175
LYG2	0.42425
LYG1	0.4355
TXNDC9	0.5005
REV1	0.54425
AFF3	0.5665
AFF3	0.45825
LONRF2	0.50875
CHST10	0.4865
TBC1D8	0.5605
SNORD89	0.4195
RNF149	0.51725
CREG2	0.49175
RFX8	0.512
MFSD9	0.4755
LOC100287010	0.35925
LOC284998	0.45375
LOC100506421	0.52025
TGFBRAP1	0.51675
FHL2	0.47975
FHL2	0.479
FHL2	0.44475
LOC285000	0.45925
UXS1	0.4595
UXS1	0.5335
RGPD3	0.538
ST6GAL2	0.55125
ST6GAL2	0.5565
LOC729121	0.547
EDAR	0.4755
SH3RF3-AS1	0.555
MIR4265	0.5075
MIR4266	0.471
SEPT10	0.6025
MIR4267	0.529
MIR4436B1	0.51825
MIR4436B2	0.51825
MALL	0.51325
NPHP1	0.4025
LINC00116	0.341
LOC440894	0.58475
LOC151009	0.585
LOC100288570	0.553
LOC440895	0.553
LIMS3	0.44925
LIMS3L	0.44925
LIMS3-LOC440895	0.44925
RGPD5	0.485
RGPD5	0.45775
RGPD6	0.45775
BUB1	0.47825
MIR4435-2	0.473
MIR4435-1	0.47275
LOC541471	0.44175
ANAPC1	0.47175
ZC3H8	0.44625
RGPD5	0.61075
RGPD8	0.61425
FLJ42351	0.551
CKAP2L	0.4835
IL1A	0.4145
IL1B	0.459
IL36B	0.47975
PAX8	0.5485
DDX11L2	0.59075
DDX11L2	0.53975
RPL23AP7	0.53825
MIR4782	0.326
SLC35F5	0.473
LOC100499194	0.50125
LOC389023	0.55875
CCDC93	0.5325
EN1	0.56775
C1QL2	0.5935
C2orf76	0.53925
SCTR	0.52325
TMEM185B	0.5905
LOC84931	0.53875
TFCP2L1	0.57075
CLASP1	0.492
MKI67IP	0.54275
BIN1	0.5725
CYP27C1	0.47775
ERCC3	0.4955
MAP3K2	0.38
MIR4783	0.56975
IWS1	0.4975
LIMS2	0.58475
LIMS2	0.5385
LIMS2	0.58775
LIMS2	0.4905
WDR33	0.47275
POLR2D	0.516
AMMECR1L	0.54175
AMMECR1L	0.54325
SAP130	0.562
HS6ST1	0.6705
LOC389033	0.49075
LOC100131320	0.4155
LOC440905	0.56925
POTEF	0.522
CCDC74B	0.53925
SMPD4	0.629
SMPD4	0.64275
TUBA3E	0.529
CCDC115	0.54325
LOC100216479	0.485
TISP43	0.5405
TISP43	0.5405
LOC646743	0.54125
CFC1	0.45825
CFC1B	0.46
FAM168B	0.49975
WTH3DI	0.462
LOC401010	0.5945
MIR4784	0.64075
MZT2A	0.61875
C2orf27B	0.58125
ANKRD30BL	0.531
MIR663B	0.611
ANKRD30BL	0.5845
LYPD1	0.5135
LYPD1	0.45975
NCKAP5	0.424
TMEM163	0.569
LOC100129961	0.47075
YSK4	0.39725
ZRANB3	0.49
LCT	0.43075
MCM6	0.52125
DARS	0.472
CXCR4	0.54625
CXCR4	0.53525
NXPH2	0.529
LRP1B	0.43825
GTDC1	0.39075
GTDC1	0.36725
GTDC1	0.48175
ZEB2	0.41875
ORC4	0.46375
ORC4	0.464
ORC4	0.46325
ORC4	0.46325
ORC4	0.454
ORC4	0.45025
MMADHC	0.4065
RND3	0.47175
RBM43	0.44775
NMI	0.44
MIR4773-2	0.3565
NEB	0.36875
ARL5A	0.47025
CACNB4	0.433
CACNB4	0.513
CACNB4	0.5205
STAM2	0.49125
PRPF40A	0.5185
RPRM	0.47825
LOC100144595	0.36675
NR4A2	0.563
ERMN	0.38875
ERMN	0.4075
CYTIP	0.356
ACVR1C	0.4215
ACVR1C	0.4815
ACVR1	0.54525
ACVR1	0.556
CCDC148	0.5415
WDSUB1	0.49425
WDSUB1	0.49475
WDSUB1	0.49625
BAZ2B	0.416
CD302	0.452
LY75	0.525
LY75-CD302	0.525
PLA2R1	0.5425
ITGB6	0.35
MIR4785	0.5195
RBMS1	0.4915
DPP4	0.48875
GCG	0.3555
FAP	0.35475
IFIH1	0.4295
KCNH7	0.44425
FIGN	0.45625
GRB14	0.4995
SNORA70F	0.339
COBLL1	0.50425
SLC38A11	0.3885
SCN3A	0.355
GALNT3	0.48175
LOC100506124	0.39575
TTC21B	0.4415
SCN1A	0.34525
SCN1A	0.36125
SCN9A	0.44225
SCN7A	0.3955
STK39	0.52825
LOC100861402	0.44325
SPC25	0.40125
ABCB11	0.41825
LRP2	0.59
FASTKD1	0.493
C2orf77	0.4325
METTL5	0.468
LOC440925	0.66975
TLK1	0.38675
TLK1	0.54325
TLK1	0.362
METTL8	0.459
SLC25A12	0.46925
DLX2	0.541
RAPGEF4-AS1	0.49425
MLK7-AS1	0.46325
SP3	0.5885
SP3	0.54275
OLA1	0.512
CIR1	0.423
GPR155	0.49275
WIPF1	0.42675
WIPF1	0.52575
CHRNA1	0.43475
CHN1	0.35325
CHN1	0.46925
CHN1	0.47175
MIR933	0.44275
ATF2	0.449
ATP5G3	0.45575
ATP5G3	0.46025
KIAA1715	0.45575
EVX2	0.5505
HOXD-AS2	0.49725
HOXD-AS1	0.5415
MIR1246	0.39175
LOC375295	0.44875
MIR3128	0.43725
NFE2L2	0.512
NFE2L2	0.54
LOC100130691	0.44625
TTC30B	0.46075
TTC30A	0.4755
PDE11A	0.37875
PDE11A	0.373
PDE11A	0.4735
PDE11A	0.366
PRKRA	0.50375
PRKRA	0.50225
PRKRA	0.50425
FKBP7	0.4985
TTN	0.353
CCDC141	0.41475
SESTD1	0.49375
ZNF385B	0.36475
ZNF385B	0.4045
ZNF385B	0.369
MIR1258	0.5055
ZNF385B	0.5095
CWC22	0.415
MIR4437	0.36025
CERKL	0.47975
NEUROD1	0.50675
PDE1A	0.37525
PDE1A	0.34725
PDE1A	0.332
PDE1A	0.3315
FRZB	0.477
NCKAP1	0.513
ZSWIM2	0.4
CALCRL	0.334
TFPI	0.44025
DIRC1	0.315
MIR1245B	0.31225
MIR3129	0.37475
COL5A2	0.385
SLC40A1	0.4625
OSGEPL1	0.40125
ORMDL1	0.4745
MSTN	0.33675
HIBCH	0.4325
TMEM194B	0.47275
STAT1	0.4635
STAT4	0.429
STAT4	0.4315
SDPR	0.43325
TMEFF2	0.54425
DNAH7	0.4215
STK17B	0.50575
HECW2	0.523
LOC100130452	0.347
GTF3C3	0.45175
C2orf66	0.3845
PGAP1	0.49225
ANKRD44	0.521
SF3B1	0.4685
HSPD1	0.52975
HSPD1	0.53025
RFTN2	0.361
BOLL	0.54025
BOLL	0.52875
SATB2	0.61575
SATB2	0.526
SATB2	0.49725
FONG	0.45825
TYW5	0.49375
KCTD18	0.48375
LOC100507140	0.42225
CLK1	0.52925
CLK1	0.53375
PPIL3	0.47725
ORC2	0.4615
FAM126B	0.4355
CFLAR-AS1	0.45225
ALS2CR12	0.42975
TRAK2	0.50075
ALS2CR11	0.42875
TMEM237	0.45125
TMEM237	0.4485
MPP4	0.39625
ALS2	0.471
SUMO1	0.51625
ICA1L	0.46875
ICA1L	0.4795
WDR12	0.436
RAPH1	0.50175
INO80D	0.4905
GCSHP3	0.43475
NDUFS1	0.49425
NDUFS1	0.49675
GPR1	0.41825
GPR1	0.38875
DYTN	0.358
MDH1B	0.446
MIR3130-1	0.43825
MIR2355	0.4165
KLF7	0.528
METTL21A	0.57775
METTL21A	0.57675
FZD5	0.616
PLEKHM3	0.44275
CRYGD	0.38325
CRYGC	0.42225
CRYGB	0.46775
CRYGA	0.3965
C2orf80	0.43175
IDH1	0.50975
KANSL1L	0.478
ACADL	0.4495
MYL1	0.37125
MYL1	0.33425
LANCL1	0.405
LANCL1	0.40725
LANCL1	0.40775
MIR548F2	0.3075
ERBB4	0.5385
MIR4776-2	0.39325
IKZF2	0.465
IKZF2	0.45525
LOC100130451	0.41625
BARD1	0.517
ABCA12	0.36875
ABCA12	0.412
FN1	0.459
LINC00607	0.43225
MREG	0.48575
PECR	0.47
MARCH4	0.50975
IGFBP5	0.50925
TNP1	0.44375
DIRC3	0.45425
TNS1	0.5375
CXCR2P1	0.487
CXCR1	0.46575
AAMP	0.55925
TMBIM1	0.521
USP37	0.484
ZNF142	0.53375
RNF25	0.4885
PRKAG3	0.5185
FEV	0.59
CRYBA2	0.5915
MIR375	0.629
CCDC108	0.465
MIR3131	0.6825
IHH	0.59175
NHEJ1	0.5085
SLC23A3	0.5225
CNPPD1	0.577
ABCB6	0.597
ATG9A	0.53525
GLB1L	0.5265
TUBA4A	0.56225
MIR153-1	0.542
PTPRN	0.52
PTPRN	0.4945
RESP18	0.47775
DNPEP	0.576
CHPF	0.6
CHPF	0.57825
MIR3132	0.5875
OBSL1	0.6165
MIR4268	0.42725
EPHA4	0.5945
PAX3	0.5465
FARSB	0.47675
SCG2	0.3495
AP1S3	0.5515
WDFY1	0.5065
SERPINE2	0.53725
SERPINE2	0.5215
FAM124B	0.42575
CUL3	0.32925
CUL3	0.507
MIR4439	0.3815
DOCK10	0.5385
MIR5702	0.41475
IRS1	0.644
COL4A4	0.50125
TM4SF20	0.41625
C2orf83	0.37075
SLC19A3	0.463
SPHKAP	0.52325
PID1	0.5255
DNER	0.56425
TRIP12	0.5435
SLC16A14	0.53125
SP110	0.453
SP110	0.425
LOC151475	0.4075
GPR55	0.5525
LOC348761	0.4755
HTR2B	0.3555
SNORA75	0.41375
SNORD20	0.4075
SNORD82	0.42525
NCL	0.54125
LINC00471	0.455
NMUR1	0.581
PDE6D	0.49275
MIR1471	0.48875
NPPC	0.6265
ECEL1P2	0.60225
ECEL1	0.65175
TIGD1	0.493
MIR5001	0.49375
KCNJ13	0.3625
NGEF	0.636
NGEF	0.50875
USP40	0.3725
DNAJB3	0.45425
LOC100286922	0.4505
HJURP	0.50975
MSL3P1	0.372
ARL4C	0.61575
GBX2	0.634
ASB18	0.466
IQCA1	0.4705
COL6A3	0.483
RAB17	0.52125
ILKAP	0.54425
LOC151174	0.48025
HES6	0.6615
PER2	0.58
LOC151171	0.5115
FLJ43879	0.56625
MIR4440	0.564
MIR4441	0.54425
MGC16025	0.5125
MIR2467	0.44875
HDAC4	0.59075
MIR4786	0.53575
NDUFA10	0.495
OR6B2	0.50475
PRR21	0.5455
OR6B3	0.46675
MYEOV2	0.5895
MYEOV2	0.58925
OTOS	0.56325
PP14571	0.6515
ANKMY1	0.57475
AQP12B	0.629
KIF1A	0.545
KIF1A	0.636
C2orf54	0.63525
C2orf54	0.629
LOC200772	0.648
MTERFD2	0.50575
PASK	0.58875
PASK	0.5855
HDLBP	0.5575
HDLBP	0.53375
STK25	0.62075
BOK-AS1	0.61325
THAP4	0.506
THAP4	0.602
DTYMK	0.54125
PDCD1	0.634
DEFB128	0.42425
C20orf96	0.46975
TBC1D20	0.48375
CSNK2A1	0.51875
TCF15	0.5975
SRXN1	0.5565
SCRT2	0.5705
SLC52A3	0.472
ANGPT4	0.5425
RSPO4	0.57175
TMEM74B	0.598
SDCBP2	0.50175
SDCBP2	0.50275
SDCBP2	0.506
FKBP1A	0.521
FKBP1A-SDCBP2	0.521
NSFL1C	0.54675
SIRPB2	0.46475
SIRPD	0.4665
SIRPB1	0.43275
SIRPG	0.4345
LOC100289473	0.5055
PDYN	0.4975
PDYN	0.508
PDYN	0.5065
SNORD119	0.4525
SNRPB	0.473
ZNF343	0.49325
IDH3B	0.49525
CPXM1	0.54625
PCED1A	0.545
AVP	0.5885
FASTKD5	0.5135
UBOX5	0.5135
PROSAPIP1	0.56825
DDRGK1	0.55125
SLC4A11	0.64775
SLC4A11	0.65775
SLC4A11	0.6545
C20orf194	0.537
GFRA4	0.5135
ADAM33	0.569
SIGLEC1	0.53525
C20orf27	0.59725
C20orf27	0.58975
SPEF1	0.5145
CENPB	0.56125
MIR103B2	0.37925
RNF24	0.53725
RNF24	0.53725
ADRA1D	0.6215
PRNT	0.44875
RASSF2	0.4955
RASSF2	0.5605
SLC23A2	0.55375
SLC23A2	0.4725
TMEM230	0.43725
PCNA	0.476
PCNA	0.5195
PROKR2	0.55075
LOC100507629	0.42275
LOC149837	0.49725
GPCPD1	0.4965
TRMT6	0.445
LRRN4	0.53775
FERMT1	0.4795
HAO1	0.40125
TMX4	0.47375
PAK7	0.47975
LOC100131208	0.464
MKKS	0.4765
MKKS	0.4935
JAG1	0.5955
LOC339593	0.418
LOC100505536	0.42475
TASP1	0.44175
ESF1	0.4475
SEL1L2	0.399
FLRT3	0.3695
MACROD2-AS1	0.42175
MACROD2-AS1	0.4205
KIF16B	0.49425
BFSP1	0.46675
BFSP1	0.438
RRBP1	0.6185
SNORD17	0.42725
SNX5	0.48475
SNX5	0.484
OVOL2	0.583
DZANK1	0.469
RBBP9	0.43475
HSPC072	0.43275
HSPC072	0.42575
C20orf78	0.44925
LOC100130264	0.4355
CRNKL1	0.37975
RALGAPA2	0.49275
NKX2-4	0.5335
NKX2-2	0.589
LOC284788	0.42425
LINC00261	0.54
FOXA2	0.6235
FOXA2	0.59225
THBD	0.63125
CD93	0.57475
LOC200261	0.45125
NAPB	0.51625
CST11	0.50425
CST9L	0.45025
CST9	0.52075
CST3	0.58375
CST4	0.53225
CST1	0.52625
