CHR	TSS	Gene-Symbol	Category	Strand	TS_ID	bigCategory	ID	DukeUq	RepeatMaskerFrac	geneGC
chr19	14785683	EMR3	WGS	-1	EMR3	WGS	chr19_14784683_14786683	0.836708	0.466	0.4415
chr19	14800913	ZNF333	WGS	1	ZNF333	WGS	chr19_14799913_14801913	0.889	0.353	0.531
chr19	14834747	AC090427.1	WGS	1	AC090427.1	WGS	chr19_14833747_14835747	0.821042	0.5255	0.4215
chr19	14889349	EMR2	WGS	-1	EMR2	WGS	chr19_14888349_14890349	0.729792	0.767	0.4605
chr19	14945960	OR7A5	WGS	-1	OR7A5	WGS	chr19_14944960_14946960	0.891	0.352	0.422
chr19	14911023	OR7C1	WGS	-1	OR7C1	WGS	chr19_14910023_14912023	0.957167	0.376	0.4525
chr19	14952689	OR7A10	negativeControl	-1	OR7A10	WGS	chr19_14951689_14953689	0.838	0.4475	0.4245
chr19	14992264	OR7A17	negativeControl	-1	OR7A17	WGS	chr19_14991264_14993264	0.919042	0.36	0.418
chr19	15052301	OR7C2	negativeControl	1	OR7C2	WGS	chr19_15051301_15053301	0.783792	0.4	0.494
chr19	15083730	SLC1A6	WGS	-1	SLC1A6	WGS	chr19_15082730_15084730	0.952417	0.394	0.515
chr19	15121556	CCDC105	WGS	1	CCDC105	WGS	chr19_15120556_15122556	0.8215	0.4615	0.5645
chr19	15160195	CASP14	WGS	1	CASP14	WGS	chr19_15159195_15161195	0.944042	0.516	0.47
chr19	15197791	OR1I1	negativeControl	1	OR1I1	WGS	chr19_15196791_15198791	0.87975	0.3045	0.507
chr19	15218214	SYDE1	WGS	1	SYDE1	WGS	chr19_15217214_15219214	0.954167	0.3005	0.601
chr19	15236596	ILVBL	WGS	-1	ILVBL	WGS	chr19_15235596_15237596	1	0.298	0.533
chr19	15311792	NOTCH3	WGS	-1	NOTCH3	WGS	chr19_15310792_15312792	0.962333	0.285	0.671
chr19	15343243	EPHX3	WGS	-1	EPHX3	WGS	chr19_15342243_15344243	0.906	0.151	0.6415
chr19	15391262	BRD4	WGS	-1	BRD4	WGS	chr19_15390262_15392262	1	0.0625	0.5055
chr19	15490603	AKAP8	WGS	-1	AKAP8	WGS	chr19_15489603_15491603	1	0.0145	0.6925
chr19	15529865	AKAP8L	WGS	-1	AKAP8L	WGS	chr19_15528865_15530865	1	0.118	0.5425
chr19	15560762	WIZ	WGS	-1	WIZ	WGS	chr19_15559762_15561762	1	0.293	0.654
chr19	15575382	RASAL3	WGS	-1	RASAL3	WGS	chr19_15574382_15576382	0.98875	0.421	0.542
chr19	15590663	PGLYRP2	WGS	-1	PGLYRP2	WGS	chr19_15589663_15591663	0.950958	0.3	0.5555
chr19	15619304	CYP4F22	WGS	1	CYP4F22	WGS	chr19_15618304_15620304	1	0.0875	0.6135
chr19	15751710	CYP4F3	WGS	1	CYP4F3	WGS	chr19_15750710_15752710	0.99775	0.0875	0.576
chr19	15783567	CYP4F12	WGS	1	CYP4F12	WGS	chr19_15782567_15784567	0.956667	0.0455	0.559
chr19	15838834	OR10H2	WGS	1	OR10H2	WGS	chr19_15837834_15839834	0.818792	0.3475	0.505
chr19	15852203	OR10H3	negativeControl	1	OR10H3	WGS	chr19_15851203_15853203	0.966	0.188	0.42
chr19	15904761	OR10H5	WGS	1	OR10H5	WGS	chr19_15903761_15905761	0.745208	0.431	0.5275
chr19	15918936	OR10H1	WGS	-1	OR10H1	WGS	chr19_15917936_15919936	0.74875	0.35	0.5375
chr19	16008930	CYP4F2	WGS	-1	CYP4F2	WGS	chr19_16007930_16009930	0.965417	0.158	0.509
chr19	16045645	CYP4F11	WGS	-1	CYP4F11	WGS	chr19_16044645_16046645	0.9365	0.1225	0.5775
chr19	16059818	OR10H4	WGS	1	OR10H4	WGS	chr19_16058818_16060818	0.966	0.215	0.42
chr19	16178348	TPM4	WGS	1	TPM4	WGS	chr19_16177348_16179348	0.928458	0.2655	0.5855
chr19	16222439	RAB8A	WGS	1	RAB8A	WGS	chr19_16221439_16223439	0.913917	0.324	0.6315
chr19	16284336	CIB3	WGS	-1	CIB3	WGS	chr19_16283336_16285336	0.794875	0.558	0.523
chr19	16296229	FAM32A	WGS	1	FAM32A	WGS	chr19_16295229_16297229	0.879833	0.425	0.542
chr19	16308745	AP1M1	WGS	1	AP1M1	WGS	chr19_16307745_16309745	0.961708	0.4035	0.5485
chr19	16435628	KLF2	WGS	1	KLF2	WGS	chr19_16434628_16436628	0.97375	0.3	0.7015
chr19	16582823	EPS15L1	WGS	-1	EPS15L1	WGS	chr19_16581823_16583823	0.877333	0.4365	0.6285
chr19	16607003	CALR3	WGS	-1	CALR3	WGS	chr19_16606003_16608003	0.865583	0.462	0.545
chr19	16607122	C19orf44	WGS	1	C19orf44	WGS	chr19_16606122_16608122	0.872167	0.475	0.5495
chr19	16653341	CHERP	WGS	-1	CHERP	WGS	chr19_16652341_16654341	0.98725	0.082	0.6
chr19	16683193	SLC35E1	WGS	-1	SLC35E1	WGS	chr19_16682193_16684193	1	0.15	0.6485
chr19	16739017	MED26	WGS	-1	MED26	WGS	chr19_16738017_16740017	1	0.121	0.694
chr19	16770915	CTC-429P9.4	WGS	-1	CTC-429P9.4	WGS	chr19_16769915_16771915	0.973708	0.1525	0.617
chr19	16770968	SMIM7	WGS	-1	SMIM7	WGS	chr19_16769968_16771968	0.983083	0.1525	0.63
chr19	16771938	TMEM38A	WGS	1	TMEM38A	WGS	chr19_16770938_16772938	1	0.055	0.6625
chr19	16830791	NWD1	WGS	1	NWD1	WGS	chr19_16829791_16831791	0.741458	0.662	0.4995
chr19	16940218	SIN3B	WGS	1	SIN3B	WGS	chr19_16939218_16941218	0.897083	0.5345	0.563
chr19	16999671	F2RL3	WGS	1	F2RL3	WGS	chr19_16998671_17000671	0.922625	0.148	0.6405
chr19	17137625	CPAMD8	WGS	-1	CPAMD8	WGS	chr19_17136625_17138625	0.957	0.2585	0.6505
chr19	17186423	HAUS8	WGS	-1	HAUS8	WGS	chr19_17185423_17187423	1	0.197	0.642
chr19	17186591	MYO9B	WGS	1	MYO9B	WGS	chr19_17185591_17187591	1	0.233	0.642
chr19	17326168	USE1	WGS	1	USE1	WGS	chr19_17325168_17327168	0.984417	0.156	0.5955
chr19	17337013	OCEL1	WGS	1	OCEL1	WGS	chr19_17336013_17338013	0.928208	0.43	0.606
chr19	17356749	NR2F6	WGS	-1	NR2F6	WGS	chr19_17355749_17357749	0.988	0.3025	0.7445
chr19	17366257	AC010646.3	WGS	-1	AC010646.3	WGS	chr19_17365257_17367257	0.791292	0.5545	0.5155
chr19	17375605	USHBP1	WGS	-1	USHBP1	WGS	chr19_17374605_17376605	0.848083	0.442	0.5495
chr19	17378195	BABAM1	WGS	1	BABAM1	WGS	chr19_17377195_17379195	0.949917	0.4155	0.4945
chr19	17392454	ANKLE1	WGS	1	ANKLE1	WGS	chr19_17391454_17393454	0.872333	0.4195	0.604
chr19	17414282	ABHD8	WGS	-1	ABHD8	WGS	chr19_17413282_17415282	1	0.233	0.6085
chr19	17416477	MRPL34	WGS	1	MRPL34	WGS	chr19_17415477_17417477	0.986833	0.275	0.585
chr19	17420340	DDA1	WGS	1	DDA1	WGS	chr19_17419340_17421340	0.805792	0.4295	0.5845
chr19	17445638	ANO8	WGS	-1	ANO8	WGS	chr19_17444638_17446638	0.987042	0.4955	0.6005
chr19	17448364	GTPBP3	WGS	1	GTPBP3	WGS	chr19_17447364_17449364	1	0.1035	0.6035
chr19	17488159	PLVAP	WGS	-1	PLVAP	WGS	chr19_17487159_17489159	0.8455	0.5435	0.5725
chr19	17516457	BST2	WGS	-1	BST2	WGS	chr19_17515457_17517457	1	0.046	0.5485
chr19	17529890	MVB12A	WGS	1	MVB12A	WGS	chr19_17528890_17530890	0.884292	0.6225	0.488
chr19	17559376	TMEM221	WGS	-1	TMEM221	WGS	chr19_17558376_17560376	0.843458	0.4595	0.6115
chr19	17571613	CTD-2521M24.10	WGS	-1	CTD-2521M24.10	WGS	chr19_17570613_17572613	0.780708	0.7135	0.5365
chr19	17571763	NXNL1	WGS	-1	NXNL1	WGS	chr19_17570763_17572763	0.71475	0.7135	0.5335
chr19	17581253	SLC27A1	WGS	1	SLC27A1	WGS	chr19_17580253_17582253	1	0	0.643
chr19	17622438	PGLS	WGS	1	PGLS	WGS	chr19_17621438_17623438	0.902625	0.378	0.62
chr19	17634110	FAM129C	WGS	1	FAM129C	WGS	chr19_17633110_17635110	0.908375	0.689	0.5405
chr19	17666403	COLGALT1	WGS	1	COLGALT1	WGS	chr19_17665403_17667403	0.941167	0.394	0.601
chr19	17799008	UNC13A	WGS	-1	UNC13A	WGS	chr19_17798008_17800008	0.980958	0.2045	0.628
chr19	17830161	MAP1S	WGS	1	MAP1S	WGS	chr19_17829161_17831161	0.961833	0.364	0.616
chr19	17858527	FCHO1	WGS	1	FCHO1	WGS	chr19_17857527_17859527	0.915292	0.3315	0.6085
chr19	17905919	B3GNT3	WGS	1	B3GNT3	WGS	chr19_17904919_17906919	0.961417	0.2615	0.5825
chr19	17932383	INSL3	WGS	-1	INSL3	WGS	chr19_17931383_17933383	0.736417	0.6565	0.546
chr19	17958841	JAK3	WGS	-1	JAK3	WGS	chr19_17957841_17959841	0.863458	0.473	0.556
chr19	17970685	RPL18A	WGS	1	RPL18A	WGS	chr19_17969685_17971685	0.921542	0.163	0.569
chr19	17982782	SLC5A5	WGS	1	SLC5A5	WGS	chr19_17981782_17983782	1	0.17	0.6205
chr19	18045905	CCDC124	WGS	1	CCDC124	WGS	chr19_18044905_18046905	0.649625	0.987	0.5035
chr19	18062102	KCNN1	WGS	1	KCNN1	WGS	chr19_18061102_18063102	1	0.133	0.645
chr19	18118977	ARRDC2	WGS	1	ARRDC2	WGS	chr19_18117977_18119977	1	0.065	0.6395
chr19	18209754	IL12RB1	WGS	-1	IL12RB1	WGS	chr19_18208754_18210754	1	0.374	0.568
chr19	18208603	MAST3	WGS	1	MAST3	WGS	chr19_18207603_18209603	0.904958	0.591	0.5395
chr19	18263928	PIK3R2	WGS	1	PIK3R2	WGS	chr19_18262928_18264928	0.927625	0.21	0.642
chr19	18284477	IFI30	WGS	1	IFI30	WGS	chr19_18283477_18285477	0.988792	0.0745	0.622
chr19	18303992	MPV17L2	WGS	1	MPV17L2	WGS	chr19_18302992_18304992	0.944333	0.22	0.592
chr19	18314884	RAB3A	WGS	-1	RAB3A	WGS	chr19_18313884_18315884	1	0.0495	0.6175
chr19	18366229	PDE4C	WGS	-1	PDE4C	WGS	chr19_18365229_18367229	0.848833	0.325	0.5585
chr19	18385319	KIAA1683	WGS	-1	KIAA1683	WGS	chr19_18384319_18386319	0.92	0.4445	0.5575
chr19	18392432	JUND	WGS	-1	JUND	WGS	chr19_18391432_18393432	1	0.267	0.735
chr19	18434084	LSM4	WGS	-1	LSM4	WGS	chr19_18433084_18435084	0.970583	0.382	0.54
chr19	18451397	PGPEP1	WGS	1	PGPEP1	WGS	chr19_18450397_18452397	0.978042	0.227	0.624
chr19	18496968	GDF15	WGS	1	GDF15	WGS	chr19_18495968_18497968	0.973667	0.36	0.5535
chr19	18508427	LRRC25	WGS	-1	LRRC25	WGS	chr19_18507427_18509427	1	0.1355	0.596
chr19	18530165	SSBP4	WGS	1	SSBP4	WGS	chr19_18529165_18531165	0.99	0.1285	0.6985
chr19	18549111	ISYNA1	WGS	-1	ISYNA1	WGS	chr19_18548111_18550111	1	0.0385	0.69
chr19	18632937	ELL	WGS	-1	ELL	WGS	chr19_18631937_18633937	0.97075	0.1795	0.628
chr19	18654470	FKBP8	WGS	-1	FKBP8	WGS	chr19_18653470_18655470	0.980542	0.311	0.643
chr19	18669922	KXD1	WGS	1	KXD1	WGS	chr19_18668922_18670922	0.899958	0.492	0.483
chr19	18682670	UBA52	WGS	1	UBA52	WGS	chr19_18681670_18683670	0.848708	0.352	0.5715
chr19	18717660	CRLF1	WGS	-1	CRLF1	WGS	chr19_18716660_18718660	1	0.161	0.743
chr19	18699535	C19orf60	WGS	1	C19orf60	WGS	chr19_18698535_18700535	0.993625	0.2015	0.636
chr19	18718240	TMEM59L	WGS	1	TMEM59L	WGS	chr19_18717240_18719240	1	0.161	0.6935
chr19	18747775	KLHL26	WGS	1	KLHL26	WGS	chr19_18746775_18748775	1	0.056	0.657
chr19	18794488	CRTC1	WGS	1	CRTC1	WGS	chr19_18793488_18795488	0.959375	0.371	0.6195
chr19	18902123	COMP	WGS	-1	COMP	WGS	chr19_18901123_18903123	0.940208	0.224	0.5905
chr19	18942747	UPF1	WGS	1	UPF1	WGS	chr19_18941747_18943747	0.833625	0.4925	0.6565
chr19	19006953	CERS1	WGS	-1	CERS1	WGS	chr19_19005953_19007953	1	0.1705	0.7215
chr19	19006905	GDF1	WGS	-1	GDF1	WGS	chr19_19005905_19007905	1	0.1705	0.724
chr19	19030206	COPE	WGS	-1	COPE	WGS	chr19_19029206_19031206	0.984292	0.3075	0.5445
chr19	19030484	DDX49	WGS	1	DDX49	WGS	chr19_19029484_19031484	1	0.235	0.548
chr19	19050444	HOMER3	WGS	-1	HOMER3	WGS	chr19_19049444_19051444	0.974833	0.176	0.6035
chr19	19144832	SUGP2	WGS	-1	SUGP2	WGS	chr19_19143832_19145832	0.914708	0.394	0.6245
chr19	19144387	ARMC6	WGS	1	ARMC6	WGS	chr19_19143387_19145387	1	0.2295	0.6265
chr19	19174808	SLC25A42	WGS	1	SLC25A42	WGS	chr19_19173808_19175808	1	0.135	0.616
chr19	19249302	TMEM161A	WGS	-1	TMEM161A	WGS	chr19_19248302_19250302	0.982083	0.107	0.535
chr19	19302940	MEF2BNB-MEF2B	WGS	-1	MEF2BNB-MEF2B	WGS	chr19_19301940_19303940	0.951125	0.382	0.587
chr19	19302967	MEF2B	WGS	-1	MEF2B	WGS	chr19_19301967_19303967	0.951792	0.3685	0.5885
chr19	19303398	MEF2BNB	WGS	-1	MEF2BNB	WGS	chr19_19302398_19304398	0.926417	0.34	0.5885
chr19	19303039	RFXANK	WGS	1	RFXANK	WGS	chr19_19302039_19304039	0.968583	0.3325	0.5895
chr19	19314233	NR2C2AP	WGS	-1	NR2C2AP	WGS	chr19_19313233_19315233	0.856208	0.405	0.571
chr19	19322782	NCAN	WGS	1	NCAN	WGS	chr19_19321782_19323782	0.92475	0.282	0.589
chr19	19373605	HAPLN4	WGS	-1	HAPLN4	WGS	chr19_19372605_19374605	0.90475	0.631	0.575
chr19	19384097	TM6SF2	WGS	-1	TM6SF2	WGS	chr19_19383097_19385097	0.980417	0.237	0.5975
chr19	19431653	SUGP1	WGS	-1	SUGP1	WGS	chr19_19430653_19432653	1	0.0975	0.6155
chr19	19431490	MAU2	WGS	1	MAU2	WGS	chr19_19430490_19432490	0.983	0.179	0.599
chr19	19496642	GATAD2A	WGS	1	GATAD2A	WGS	chr19_19495642_19497642	1	0.273	0.665
chr19	19626838	TSSK6	WGS	-1	TSSK6	WGS	chr19_19625838_19627838	0.910375	0.1835	0.598
chr19	19626564	NDUFA13	WGS	1	NDUFA13	WGS	chr19_19625564_19627564	1	0.065	0.6215
chr19	19639704	YJEFN3	WGS	1	YJEFN3	WGS	chr19_19638704_19640704	1	0.0445	0.627
chr19	19627036	CTC-260F20.3	WGS	1	CTC-260F20.3	WGS	chr19_19626036_19628036	0.897542	0.2115	0.577
chr19	19649074	CILP2	WGS	1	CILP2	WGS	chr19_19648074_19650074	0.980583	0.109	0.6485
chr19	19729725	PBX4	WGS	-1	PBX4	WGS	chr19_19728725_19730725	0.954208	0.2995	0.604
chr19	19739739	LPAR2	WGS	-1	LPAR2	WGS	chr19_19738739_19740739	0.894375	0.1965	0.6435
chr19	19754476	GMIP	WGS	-1	GMIP	WGS	chr19_19753476_19755476	0.950542	0.096	0.603
chr19	19774502	ATP13A1	WGS	-1	ATP13A1	WGS	chr19_19773502_19775502	0.850417	0.3165	0.5955
chr19	19779663	ZNF101	WGS	1	ZNF101	WGS	chr19_19778663_19780663	0.874458	0.483	0.589
chr19	19843906	ZNF14	WGS	-1	ZNF14	WGS	chr19_19842906_19844906	0.871292	0.4015	0.5295
chr19	19932560	ZNF506	WGS	-1	ZNF506	WGS	chr19_19931560_19933560	0.848583	0.6025	0.4935
chr19	19976714	ZNF253	WGS	1	ZNF253	WGS	chr19_19975714_19977714	0.790208	0.6365	0.5145
chr19	20011870	ZNF93	WGS	1	ZNF93	WGS	chr19_20010870_20012870	0.935333	0.551	0.502
chr19	20048639	AC007204.1	WGS	-1	AC007204.1	WGS	chr19_20047639_20049639	0.902583	0.2405	0.3525
chr19	20150315	ZNF682	WGS	-1	ZNF682	WGS	chr19_20149315_20151315	0.996167	0.428	0.487
chr19	20188830	ZNF90	WGS	1	ZNF90	WGS	chr19_20187830_20189830	0.897	0.5625	0.4875
chr19	20278083	ZNF486	WGS	1	ZNF486	WGS	chr19_20277083_20279083	0.838	0.5905	0.483
chr19	20748541	ZNF737	WGS	-1	ZNF737	WGS	chr19_20747541_20749541	0.873375	0.6115	0.466
chr19	20844399	ZNF626	WGS	-1	ZNF626	WGS	chr19_20843399_20845399	0.862042	0.537	0.485
chr19	20959231	ZNF66	WGS	1	ZNF66	WGS	chr19_20958231_20960231	0.837	0.6255	0.467
chr19	21106094	ZNF85	WGS	1	ZNF85	WGS	chr19_21105094_21107094	0.901708	0.414	0.475
chr19	21203426	ZNF430	WGS	1	ZNF430	WGS	chr19_21202426_21204426	0.782583	0.6195	0.4245
chr19	21265006	ZNF714	WGS	1	ZNF714	WGS	chr19_21264006_21266006	0.898167	0.4745	0.477
chr19	21324843	ZNF431	WGS	1	ZNF431	WGS	chr19_21323843_21325843	0.9245	0.3875	0.4585
chr19	21512212	ZNF708	WGS	-1	ZNF708	WGS	chr19_21511212_21513212	0.822917	0.4755	0.5055
chr19	21541732	ZNF738	WGS	1	ZNF738	WGS	chr19_21540732_21542732	0.7125	0.5375	0.528
chr19	21579931	ZNF493	WGS	1	ZNF493	WGS	chr19_21578931_21580931	0.870667	0.5545	0.483
chr19	21688366	ZNF429	WGS	1	ZNF429	WGS	chr19_21687366_21689366	0.934042	0.545	0.4775
chr19	21950430	ZNF100	WGS	-1	ZNF100	WGS	chr19_21949430_21951430	0.935	0.366	0.482
chr19	22019010	ZNF43	WGS	-1	ZNF43	WGS	chr19_22018010_22020010	0.933042	0.346	0.4715
chr19	22193745	ZNF208	WGS	-1	ZNF208	WGS	chr19_22192745_22194745	0.783625	0.6265	0.485
chr19	22235291	ZNF257	WGS	1	ZNF257	WGS	chr19_22234291_22236291	0.759	0.538	0.513
chr19	22379753	ZNF676	WGS	-1	ZNF676	WGS	chr19_22378753_22380753	0.800417	0.6125	0.391
chr19	22469210	ZNF729	WGS	1	ZNF729	WGS	chr19_22468210_22470210	0.820167	0.5345	0.4705
chr19	22605148	ZNF98	WGS	-1	ZNF98	WGS	chr19_22604148_22606148	0.824417	0.5175	0.513
chr19	22817126	ZNF492	WGS	1	ZNF492	WGS	chr19_22816126_22818126	0.84375	0.532	0.5165
chr19	22966909	ZNF99	WGS	-1	ZNF99	WGS	chr19_22965909_22967909	0.842417	0.553	0.4675
chr19	23185978	ZNF728	WGS	-1	ZNF728	WGS	chr19_23184978_23186978	0.837958	0.6405	0.503
chr19	23299777	ZNF730	WGS	1	ZNF730	WGS	chr19_23298777_23300777	0.9035	0.434	0.4855
chr19	23433162	ZNF724P	WGS	-1	ZNF724P	WGS	chr19_23432162_23434162	0.879958	0.4825	0.4935
chr19	23578362	ZNF91	WGS	-1	ZNF91	WGS	chr19_23577362_23579362	0.861125	0.6235	0.493
chr19	23870004	ZNF675	WGS	-1	ZNF675	WGS	chr19_23869004_23871004	0.892375	0.4225	0.471
chr19	23941693	ZNF681	WGS	-1	ZNF681	WGS	chr19_23940693_23942693	0.876208	0.278	0.4965
chr19	23945816	RPSAP58	WGS	1	RPSAP58	WGS	chr19_23944816_23946816	0.838167	0.5305	0.545
chr19	24097692	ZNF726	WGS	1	ZNF726	WGS	chr19_24096692_24098692	0.9155	0.617	0.4965
chr19	24269995	ZNF254	WGS	1	ZNF254	WGS	chr19_24268995_24270995	0.835667	0.642	0.4865
chr19	29704448	UQCRFS1	WGS	-1	UQCRFS1	WGS	chr19_29703448_29705448	0.961	0.438	0.512
chr19	30017406	VSTM2B	WGS	1	VSTM2B	WGS	chr19_30016406_30018406	1	0.1175	0.731
chr19	30094924	POP4	WGS	1	POP4	WGS	chr19_30093924_30095924	0.834542	0.6385	0.409
chr19	30155963	PLEKHF1	WGS	1	PLEKHF1	WGS	chr19_30154963_30156963	0.986	0.2655	0.6405
chr19	30205963	C19orf12	WGS	-1	C19orf12	WGS	chr19_30204963_30206963	0.924167	0.5115	0.6255
chr19	30302805	CCNE1	WGS	1	CCNE1	WGS	chr19_30301805_30303805	0.9965	0.3485	0.7365
chr19	30433158	URI1	WGS	1	URI1	WGS	chr19_30432158_30434158	0.991417	0.2515	0.563
chr19	30863319	ZNF536	WGS	1	ZNF536	WGS	chr19_30862319_30864319	0.998125	0.102	0.426
chr19	31640362	AC020952.1	WGS	1	AC020952.1	WGS	chr19_31639362_31641362	0.991917	0.1855	0.5185
chr19	31840453	TSHZ3	WGS	-1	TSHZ3	WGS	chr19_31839453_31841453	1	0.1995	0.7415
chr19	32836500	ZNF507	WGS	1	ZNF507	WGS	chr19_32835500_32837500	1	0.049	0.5425
chr19	32895915	AC007773.3	WGS	1	AC007773.3	WGS	chr19_32894915_32896915	0.978125	0.2325	0.582
chr19	32897031	DPY19L3	WGS	1	DPY19L3	WGS	chr19_32896031_32898031	0.98125	0.2185	0.6215
chr19	33071974	PDCD5	WGS	1	PDCD5	WGS	chr19_33070974_33072974	0.980333	0.285	0.5915
chr19	33166105	ANKRD27	WGS	-1	ANKRD27	WGS	chr19_33165105_33167105	1	0.0885	0.6875
chr19	33166313	RGS9BP	WGS	1	RGS9BP	WGS	chr19_33165313_33167313	1	0.099	0.704
chr19	33182867	NUDT19	WGS	1	NUDT19	WGS	chr19_33181867_33183867	1	0	0.607
chr19	33210979	TDRD12	WGS	1	TDRD12	WGS	chr19_33209979_33211979	0.965333	0.539	0.651
chr19	33360672	SLC7A9	WGS	-1	SLC7A9	WGS	chr19_33359672_33361672	0.923333	0.2245	0.496
chr19	33462869	CEP89	WGS	-1	CEP89	WGS	chr19_33461869_33463869	0.888292	0.472	0.5475
chr19	33463156	C19orf40	WGS	1	C19orf40	WGS	chr19_33462156_33464156	0.877458	0.366	0.552
chr19	33555794	RHPN2	WGS	-1	RHPN2	WGS	chr19_33554794_33556794	0.936458	0.313	0.684
chr19	33571786	GPATCH1	WGS	1	GPATCH1	WGS	chr19_33570786_33572786	0.804417	0.674	0.549
chr19	33623000	WDR88	WGS	1	WDR88	WGS	chr19_33622000_33624000	0.894042	0.353	0.568
chr19	33685490	LRP3	WGS	1	LRP3	WGS	chr19_33684490_33686490	1	0.2085	0.728
chr19	33716756	SLC7A10	WGS	-1	SLC7A10	WGS	chr19_33715756_33717756	0.988333	0.152	0.6665
chr19	33793470	CEBPA	WGS	-1	CEBPA	WGS	chr19_33792470_33794470	1	0.1685	0.758
chr19	33864236	CEBPG	WGS	1	CEBPG	WGS	chr19_33863236_33865236	0.862125	0.291	0.638
chr19	34012700	PEPD	WGS	-1	PEPD	WGS	chr19_34011700_34013700	1	0.1825	0.603
chr19	34175434	CHST8	WGS	1	CHST8	WGS	chr19_34174434_34176434	1	0.039	0.5755
chr19	34289291	KCTD15	WGS	1	KCTD15	WGS	chr19_34288291_34290291	1	0.015	0.5705
chr19	34663471	LSM14A	WGS	1	LSM14A	WGS	chr19_34662471_34664471	0.99875	0.25	0.6145
chr19	34745442	KIAA0355	WGS	1	KIAA0355	WGS	chr19_34744442_34746442	0.944125	0.36	0.6295
chr19	34855645	GPI	WGS	1	GPI	WGS	chr19_34854645_34856645	0.917583	0.5105	0.584
chr19	34887220	RP11-618P17.4	WGS	1	RP11-618P17.4	WGS	chr19_34886220_34888220	0.83425	0.58	0.523
chr19	34895289	PDCD2L	WGS	1	PDCD2L	WGS	chr19_34894289_34896289	0.815333	0.494	0.537
chr19	34919268	UBA2	WGS	1	UBA2	WGS	chr19_34918268_34920268	0.846417	0.4185	0.576
chr19	34972543	WTIP	WGS	1	WTIP	WGS	chr19_34971543_34973543	1	0.1075	0.747
chr19	35166604	SCGB2B2	WGS	-1	SCGB2B2	WGS	chr19_35165604_35167604	0.918542	0.889	0.441
chr19	35168583	ZNF302	WGS	1	ZNF302	WGS	chr19_35167583_35169583	0.96325	0.153	0.538
chr19	35225854	ZNF181	WGS	1	ZNF181	WGS	chr19_35224854_35226854	0.96	0.3555	0.515
chr19	35264120	ZNF599	WGS	-1	ZNF599	WGS	chr19_35263120_35265120	0.998	0.1075	0.5235
chr19	35417807	ZNF30	WGS	1	ZNF30	WGS	chr19_35416807_35418807	0.959	0.15	0.4535
chr19	35454953	ZNF792	WGS	-1	ZNF792	WGS	chr19_35453953_35455953	0.967458	0.475	0.603
chr19	35491191	GRAMD1A	WGS	1	GRAMD1A	WGS	chr19_35490191_35492191	1	0.2075	0.669
chr19	35521725	SCN1B	WGS	1	SCN1B	WGS	chr19_35520725_35522725	1	0.249	0.6805
chr19	35531410	HPN	WGS	1	HPN	WGS	chr19_35530410_35532410	1	0.013	0.6505
chr19	35596873	AC020907.1	WGS	1	AC020907.1	WGS	chr19_35595873_35597873	0.962208	0.4245	0.5325
chr19	35607166	FXYD3	WGS	1	FXYD3	WGS	chr19_35606166_35608166	0.9965	0.1325	0.583
chr19	35626104	LGI4	WGS	-1	LGI4	WGS	chr19_35625104_35627104	1	0.2875	0.568
chr19	35630926	FXYD1	WGS	1	FXYD1	WGS	chr19_35629926_35631926	0.989875	0.162	0.5965
chr19	35634154	FXYD7	WGS	1	FXYD7	WGS	chr19_35633154_35635154	1	0.209	0.638
chr19	35645676	FXYD5	WGS	1	FXYD5	WGS	chr19_35644676_35646676	1	0.0445	0.659
chr19	35719632	FAM187B	WGS	-1	FAM187B	WGS	chr19_35718632_35720632	0.872458	0.419	0.528
chr19	35739623	LSR	WGS	1	LSR	WGS	chr19_35738623_35740623	1	0.061	0.6455
chr19	35759968	USF2	WGS	1	USF2	WGS	chr19_35758968_35760968	0.9995	0.381	0.787
chr19	35771619	HAMP	WGS	1	HAMP	WGS	chr19_35770619_35772619	0.983542	0.3055	0.5525
chr19	35783028	MAG	WGS	1	MAG	WGS	chr19_35782028_35784028	0.987167	0.3305	0.579
chr19	35820090	CD22	WGS	1	CD22	WGS	chr19_35819090_35821090	0.829792	0.4285	0.511
chr19	35842445	FFAR1	WGS	1	FFAR1	WGS	chr19_35841445_35843445	0.96475	0.056	0.656
chr19	35849362	FFAR3	WGS	1	FFAR3	WGS	chr19_35848362_35850362	0.78525	0.304	0.5295
chr19	35861831	GPR42	WGS	1	GPR42	WGS	chr19_35860831_35862831	0.760583	0.3835	0.506
chr19	35939203	FFAR2	WGS	1	FFAR2	WGS	chr19_35938203_35940203	0.880792	0.407	0.4995
chr19	35981433	KRTDAP	WGS	-1	KRTDAP	WGS	chr19_35980433_35982433	0.963167	0.392	0.521
chr19	36004554	DMKN	WGS	-1	DMKN	WGS	chr19_36003554_36005554	1	0	0.6165
chr19	36019212	SBSN	WGS	-1	SBSN	WGS	chr19_36018212_36020212	0.930583	0.4795	0.5645
chr19	36024314	GAPDHS	WGS	1	GAPDHS	WGS	chr19_36023314_36025314	0.966333	0.4195	0.5705
chr19	36036497	TMEM147	WGS	1	TMEM147	WGS	chr19_36035497_36037497	1	0.032	0.6075
chr19	36054560	ATP4A	WGS	-1	ATP4A	WGS	chr19_36053560_36055560	0.883458	0.553	0.565
