geneName	chr	start	end	strand	avg_exp
STAP2	chr19	4324040	4342783	-1	1.10936668914295
STAR	chr8	38001167	38008783	-1	3.09760267750853
STARD10	chr11	72465774	72504726	-1	9.38728560026086
STARD13	chr13	33677272	33924767	-1	1.03990286099335
STARD3	chr17	37793318	37819737	1	79.0288016248698
STARD3NL	chr7	38217824	38270272	1	26.9385671758322
STARD4	chr5	110831731	110848288	-1	9.2126004531262
STARD5	chr15	81601394	81616524	-1	5.47821034101553
STARD6	chr18	51850728	51884334	-1	0
STARD7	chr2	96850597	96874563	-1	108.939889541578
STARD8	chrX	67867508	67945684	1	1.18091760487884
STARD9	chr15	42867857	43013179	1	7.9057529753326
STAT1	chr2	191829084	191885686	-1	399.992402672254
STAT2	chr12	56735381	56753939	-1	125.844099574748
STAT3	chr17	40465342	40540586	-1	234.782418136047
STAT4	chr2	191894302	192016322	-1	70.5548682391649
STAT5A	chr17	40439565	40463961	1	50.3577173364838
STAT5B	chr17	40351186	40428725	-1	166.312572034323
STAT6	chr12	57489191	57525922	-1	313.893900138997
STATH	chr4	70861647	70868287	1	0
STAU1	chr20	47729878	47804904	-1	34.8366832993696
STAU2	chr8	74332604	74659943	-1	64.2765693344765
STC1	chr8	23699428	23712320	-1	0.0129410682174807
STC2	chr5	172741716	172756506	-1	0.312830659887126
STEAP1	chr7	89783689	89794143	1	0.193310229156562
STEAP1B	chr7	22459063	22672544	-1	0.349427508952329
STEAP2	chr7	89796904	89867451	1	0.0113598863950286
STEAP3	chr2	119981384	120023228	1	1.76538124822567
STEAP4	chr7	87905744	87936206	-1	3.900255626436
STH	chr17	44076616	44077060	1	0.0916303720173626
STIL	chr1	47715811	47779819	-1	3.26389651908456
STIM1	chr11	3875757	4114439	1	209.342805051869
STIM2	chr4	26859300	27027003	1	75.5230132300747
STIP1	chr11	63952744	63972015	1	162.250329169881
STK10	chr5	171469077	171615390	-1	252.060092452709
STK11	chr19	1189406	1228428	1	40.152080292103
STK11IP	chr2	220462582	220481173	1	30.5484646814118
STK16	chr2	220110177	220115059	1	8.75176185796492
STK17A	chr7	43622357	43666385	1	45.4130766467089
STK17B	chr2	196998290	197041227	-1	181.920966819825
STK19	chrHSCHR6_MHC_QBL	31929344	31939616	1	11.2474891490709
STK24	chr13	99102455	99230194	-1	134.268194710382
STK25	chr2	242432089	242449145	-1	51.7458018967085
STK3	chr8	99413631	99955055	-1	8.47047121050425
STK31	chr7	23749786	23872132	1	1.2250905183166
STK32A	chr5	146614526	146767415	1	0.0782005694617506
STK32B	chr4	5053169	5502725	1	0.605680178210792
STK32C	chr10	134020996	134145351	-1	7.56104921054379
STK33	chr11	8413418	8615836	-1	1.87989254837966
STK35	chr20	2082257	2157684	1	5.0785269789935
STK36	chr2	219536749	219567439	1	16.7402699801688
STK38	chr6	36461669	36515247	-1	94.608153228446
STK38L	chr12	27396901	27478892	1	102.526955677309
STK39	chr2	168810530	169104651	-1	33.0681506649373
STK4	chr20	43595115	43708600	1	172.509264037285
STK40	chr1	36805225	36851497	-1	18.5135686766351
STMN1	chr1	26210672	26233482	-1	15.2540173945428
STMN2	chr8	80523049	80578410	1	0.0599377879655607
STMN3	chr20	62271061	62284780	-1	10.1916030225415
STMN4	chr8	27092840	27115937	-1	0.0467724168274433
STMND1	chr6	17102489	17131603	1	0.0911247431986834
STOM	chr9	124101355	124132531	-1	73.5991515677071
STOML1	chr15	74275547	74286963	-1	1.86044859794077
STOML2	chr9	35099888	35103154	-1	29.3816590917764
STOML3	chr13	39540062	39565203	-1	0.0247391935120721
STON1	chr2	48756522	48826025	1	1.65026989173446
STON1-GTF2A1L	chr2	48757064	49003654	1	0.578330420711611
STON2	chr14	81727000	81902809	-1	8.17177090250748
STOX1	chr10	70587298	70655188	1	0.813560621489366
STOX2	chr4	184774584	184944679	1	0.161916305616434
STPG1	chr1	24683489	24743424	-1	1.60264985189313
STPG2	chr4	98105244	99064391	-1	0.393511220458118
STRA6	chr15	74471807	74504608	-1	0.125047886202985
STRA8	chr7	134916731	134943244	1	0.0610841352834712
STRADA	chr17	61780192	61819330	-1	35.5359105660049
STRADB	chr2	202252581	202345569	1	13.0410169173559
STRAP	chr12	16035325	16056412	1	50.0865745289004
STRBP	chr9	125871779	126030855	-1	15.4821011644036
STRC	chr15	43891596	44010458	-1	10.3951198071158
STRIP1	chr1	110574199	110617263	1	21.8433597516141
STRIP2	chr7	129074274	129128240	1	0.779777233773303
STRN	chr2	37070783	37193615	-1	75.1884370338778
STRN3	chr14	31363005	31495607	-1	74.8819532426394
STRN4	chr19	47222764	47250251	-1	62.0074992625643
STS	chrX	7137497	7272851	1	4.87483104686057
STT3A	chr11	125461607	125495110	1	74.8620116180447
STT3B	chr3	31574130	31679112	1	75.7709694939106
STUB1	chr16	730224	732870	1	18.516215248712
STX10	chr19	13254872	13261197	-1	55.4193316057175
STX11	chr6	144471663	144509507	1	28.0515389284577
STX12	chr1	28099694	28150963	1	58.0799466850779
STX16	chr20	57226328	57254582	1	151.909057069615
STX17	chr9	102668915	102732618	1	36.8195201208611
STX18	chr4	4417469	4544073	-1	33.3486064152768
STX19	chr3	93733213	93747454	-1	0.739007175303666
STX1A	chr7	73113536	73134002	-1	5.07514238559233
STX1B	chr16	31000577	31021949	-1	1.94947173759839
STX2	chr12	131274145	131323811	-1	20.6171505445329
STX3	chr11	59480929	59573354	1	49.4783967308357
STX4	chr16	31044210	31054296	1	47.9892129637056
STX5	chr11	62574369	62599560	-1	37.3255566023851
STX6	chr1	180941861	180992047	-1	8.10132542007023
STX7	chr6	132767006	132834337	-1	123.178055957565
STX8	chr17	9153788	9479908	-1	77.4854926144725
STXBP1	chr9	130374544	130457460	1	9.41483179315142
STXBP2	chr19	7701767	7712759	1	316.237052823307
STXBP3	chr1	109289296	109352148	1	58.6900421958466
STXBP4	chr17	53046088	53241646	1	6.87040579956223
STXBP5	chr6	147525561	147706866	1	33.8034357146471
STXBP5L	chr3	120626919	121143608	1	0.102231289153511
STXBP6	chr14	25278862	25519503	-1	0.024478417652175
STYK1	chr12	10771538	10826917	-1	1.82777088149169
STYX	chr14	53196898	53241716	1	7.31243188545907
STYXL1	chr7	75625656	75677322	-1	39.1444564227166
SUB1	chr5	32531739	32604185	1	208.441774341611
SUCLA2	chr13	48510622	48612125	-1	27.2684547847618
SUCLG1	chr2	84650647	84687169	-1	66.3618627045228
SUCLG2	chr3	67410884	67705038	-1	48.2488687164303
SUCNR1	chr3	151591431	151602405	1	0.101355920828273
SUCO	chr1	172501489	172580971	1	44.3323834825707
SUDS3	chr12	118814185	118855840	1	27.8997792905119
SUFU	chr10	104263744	104393292	1	17.616804467323
SUGCT	chr7	40174575	40900362	1	2.35192263318516
SUGP1	chr19	19386827	19431653	-1	31.6700111530549
SUGP2	chr19	19101697	19144832	-1	48.7658893851778
SUGT1	chr13	53226844	53275044	1	46.2587598781167
SULF1	chr8	70378859	70573150	1	0.4695034132464
SULF2	chr20	46285092	46415360	-1	182.621424252601
SULT1A1	chr16	28616903	28634946	-1	40.0314978308903
SULT1A2	chr16	28603264	28608430	-1	3.07026001316304
SULT1A3	chr16	30205754	30215631	1	292.160427730259
SULT1A4	chr16	29467127	29476300	1	25.843932901433
SULT1B1	chr4	70586880	70653679	-1	14.0847411910296
SULT1C2	chr2	108905095	108926371	1	0.141367991895817
SULT1C3	chr2	108863651	108881807	1	0.0328263504951872
SULT1C4	chr2	108994367	109004513	1	0.256274649411138
SULT1E1	chr4	70676498	70725870	-1	0
SULT2A1	chr19	48373723	48389654	-1	0.0938262793503952
SULT2B1	chr19	49055332	49102682	1	0.558605481257777
SULT4A1	chr22	44220389	44258398	-1	0.0209735631443063
SULT6B1	chr2	37394963	37423741	-1	0
SUMF1	chr3	3742498	4508965	-1	37.5871112232322
SUMF2	chr7	56131695	56148363	1	48.3018801268174
SUMO1	chr2	203070903	203103331	-1	149.03294916837
SUMO2	chr17	73163408	73179078	-1	567.840826319685
SUMO3	chr21	46225532	46238694	-1	20.7263204384843
SUMO4	chr6	149721495	149722177	1	5.31775474826604
SUN1	chr7	855528	936072	1	48.799883747363
SUN2	chr22	39130730	39190148	-1	231.532985750957
SUN3	chr7	48026745	48068716	-1	0.284079335835407
SUN5	chr20	31571579	31592239	-1	0.0495634058666853
SUOX	chr12	56390964	56400425	1	8.07481708135678
SUPT16H	chr14	21819631	21852425	-1	38.753585892015
SUPT20H	chr13	37583449	37633850	-1	73.3418359729266
SUPT3H	chr6	44777054	45345690	-1	12.4947472550424
SUPT4H1	chr17	56422539	56430454	-1	123.216367576225
SUPT5H	chr19	39926796	39967310	1	88.3159689646563
SUPT6H	chr17	26989109	27029697	1	70.2693352009656
SUPT7L	chr2	27873679	27886676	-1	27.9718595862166
SUPV3L1	chr10	70939988	70968855	1	35.0795819019508
SURF1	chrHG79_PATCH	136227290	136232211	-1	66.9319644067316
SURF2	chrHG79_PATCH	136232087	136236704	1	16.7048229577846
SURF4	chrHG79_PATCH	136236984	136251634	-1	86.9917414892727
SURF6	chrHG79_PATCH	136206251	136211933	-1	9.22494940962001
SUSD1	chr9	114803065	114937688	-1	37.7398090717387
SUSD2	chr22	24577227	24585078	1	0.369261037089098
SUSD3	chr9	95820989	95847420	1	15.810954292907
SUSD4	chr1	223394161	223537544	-1	4.8878179779159
SUSD5	chr3	33191537	33260707	-1	0.259908199443197
SUV39H1	chrX	48553945	48567403	1	2.65875170805816
SUV39H2	chr10	14920819	14946314	1	4.87007567692172
SUZ12	chr17	30264037	30328064	1	19.4304495680033
SV2A	chr1	149874870	149889434	-1	0.438160716715351
SV2B	chr15	91643180	91844539	1	0.0255359692049622
SV2C	chr5	75378997	75649764	1	0.211062712960131
SVEP1	chr9	113127531	113342160	-1	0.0629669721233563
SVIL	chr10	29746267	30025710	-1	28.2431262061115
SVIP	chr11	22835345	22851845	-1	6.99343998671186
SVOP	chr12	109304658	109459045	-1	0.325538214545621
SVOPL	chr7	138279030	138386097	-1	0.49801431650887
SWAP70	chr11	9685624	9774538	1	42.4275551656524
SWI5	chr9	131037658	131051269	1	6.63353812008246
SWSAP1	chr19	11485361	11487627	1	3.10994947165055
SWT1	chr1	185126212	185260897	1	9.77656587796658
SYAP1	chrX	16737755	16783459	1	10.2278593653798
SYBU	chr8	110586207	110704020	-1	0.724701916319965
SYCE1	chr10	135367404	135382876	-1	0.0675056927679276
SYCE1L	chr16	77233294	77247112	1	4.04158278071331
SYCE2	chr19	13009600	13030090	-1	2.16927828355232
SYCE3	chr22	50989541	51001334	-1	0
SYCN	chr19	39693471	39694906	-1	0
SYCP1	chr1	115397424	115537991	1	0.582139292477263
SYCP2	chr20	58438618	58508710	-1	9.82232963871556
SYCP2L	chr6	10748027	10979553	1	0.507318037356746
SYCP3	chr12	102122426	102133250	-1	3.96212939164193
SYDE1	chr19	15218214	15225799	1	0.259245822561216
SYDE2	chr1	85622556	85666729	-1	0.660118795854947
SYF2	chr1	25549170	25558993	-1	98.0373383454141
SYK	chr9	93564069	93660831	1	36.0516399366924
SYMPK	chr19	46318668	46366548	-1	186.594830557878
SYN1	chrX	47431303	47479252	-1	0.242251303349694
SYN3	chr22	32908539	33454358	-1	0.997348001984334
SYNC	chr1	33145507	33169197	-1	0.236578911107573
SYNCRIP	chr6	86318053	86353510	-1	131.157780132796
SYNDIG1	chr20	24449835	24647252	1	0
SYNDIG1L	chr14	74872596	74892805	-1	0.0909161131409905
SYNE1	chr6	152442819	152958936	-1	246.381459102081
SYNE2	chr14	64319683	64693165	1	297.918761990343
SYNE3	chr14	95883831	95942173	-1	13.7769535250364
SYNE4	chr19	36494209	36499695	-1	0.227882469544984
SYNGAP1	chr6	33387847	33421466	1	58.4889561463643
SYNGR1	chr22	39745930	39781593	1	12.4967958967008
SYNGR2	chr17	76164639	76169608	1	96.0886552656564
SYNGR3	chr16	2039661	2044276	1	0.112977804192583
SYNGR4	chr19	48867652	48879633	1	0
SYNJ1	chr21	34001069	34100359	-1	26.3441944858111
SYNJ2	chr6	158402888	158520208	1	9.25812261574433
SYNJ2BP	chr14	70838148	70883778	-1	4.54341004747932
SYNM	chr15	99638420	99675798	1	5.28361939740071
SYNPO	chr5	149980642	150038782	1	7.3360920212613
SYNPO2	chr4	119809996	119982402	1	0.266993572612939
SYNPO2L	chr10	75404639	75423561	-1	0.160373178606622
SYNPR	chr3	63213991	63602597	1	0.740612751559521
SYNRG	chr17	35874900	35969544	-1	119.059934189133
SYP	chrX	49044269	49056718	-1	0.929676983552181
SYPL1	chr7	105730949	105753022	-1	32.9880424176266
SYPL2	chr1	110009180	110024759	1	0.00695830119632956
SYS1	chr20	43990577	44005438	1	17.0030416414959
SYT1	chr12	79257773	79845788	1	1.38387918613337
SYT10	chr12	33527173	33592754	-1	0.085202372131189
SYT11	chr1	155829300	155854990	1	4.34263041294548
SYT12	chr11	66774249	66818334	1	0.0290334192306192
SYT13	chr11	45261852	45307870	-1	0
SYT14	chr1	210111538	210337636	1	0.0966061372294769
SYT15	chr10	46955444	46971400	-1	0.594509020366283
SYT16	chr14	62453803	62568431	1	0.0221693181503011
SYT17	chr16	19179293	19279652	1	4.76042160552368
SYT2	chr1	202559724	202679545	-1	0.15266140911094
SYT3	chr19	51124564	51171651	-1	0
SYT4	chr18	40847843	40857615	-1	0.128115062474005
SYT5	chr19	55682567	55691809	-1	0.178943971222469
SYT6	chr1	114631913	114696541	-1	0.051276679391405
SYT7	chr11	61282785	61348620	-1	0.03182668968466
SYT8	chr11	1848709	1858751	1	0.0361865901343668
SYT9	chr11	7260009	7490273	1	0.0509236136358431
SYTL1	chr1	27668513	27680421	1	33.0817042341348
SYTL2	chr11	85405267	85522184	-1	49.3289903293754
SYTL3	chr6	159071046	159185908	1	40.0103195254456
SYTL4	chrX	99929488	99987110	-1	2.24298922600565
SYTL5	chrX	37865835	37988072	1	0.00529394326762603
SYVN1	chr11	64889252	64902004	-1	61.4514649229986
SZRD1	chr1	16679070	16724640	1	71.1006578905192
SZT2	chr1	43855553	43918321	1	46.0516246536124
T	chr6	166571144	166582188	-1	0.137992634591177
TAAR1	chr6	132966123	132967142	-1	0.0287447020143354
TAAR2	chr6	132938161	132945414	-1	0
TAAR5	chr6	132909731	132910877	-1	0.0289535785288865
TAAR6	chr6	132891461	132892498	1	0.168814485165605
TAAR8	chr6	132873832	132874860	1	0.0853110018074813
TAB1	chr22	39795746	39833065	1	13.4354529520318
TAB2	chr6	149539777	149732749	1	463.825493877011
TAB3	chrX	30845559	30993201	-1	15.0664353838921
TAC1	chr7	97361220	97369784	1	0
TAC3	chr12	57403784	57422667	-1	0.711925894211843
TAC4	chr17	47915671	47925379	-1	15.1000571063729
TACC1	chr8	38585704	38710546	1	116.928185611812
TACC2	chr10	123748689	124014060	1	0.149240399568358
TACC3	chr4	1723227	1746898	1	38.5228177335278
TACO1	chr17	61678231	61685725	1	15.4249716404101
TACR1	chr2	75273590	75426826	-1	1.44473302995891
TACR2	chr10	71163659	71176623	-1	0.938964054548462
TACR3	chr4	104507188	104640973	-1	0.0430173022091637
TACSTD2	chr1	59041099	59043166	-1	0.0352052392945552
TADA1	chr1	166825747	166845564	-1	10.5135919525797
TADA2A	chr17	35766965	35839835	1	42.1068246014332
TADA2B	chr4	7043626	7059679	1	9.13824448429861
TADA3	chr3	9821544	9834695	-1	17.7709819488027
TAF1	chrX	70586114	70752224	1	102.793241009461
TAF10	chr11	6627526	6633898	-1	163.192332858198
TAF11	chr6	34845555	34855866	-1	19.3595656971609
TAF12	chr1	28915835	28969597	-1	11.5127686492085
TAF13	chr1	109605108	109618624	-1	9.08997848040923
TAF15	chr17	34136459	34191619	1	331.576804546092
TAF1A	chr1	222731244	222763275	-1	6.61310018076433
TAF1B	chr2	9983483	10074545	1	21.4895845935018
TAF1C	chr16	84211458	84220669	-1	31.8552151650259
TAF1D	chr11	93463114	93517557	-1	41.6951203072684
TAF1L	chr9	32629452	32635667	-1	0.063671871084869
TAF2	chr8	120743015	120845103	-1	93.6601185014504
TAF3	chr10	7860467	8058590	1	8.40881929813887
TAF4	chr20	60528525	60640866	-1	11.1681825201142
TAF4B	chr18	23805900	23971649	1	7.36078553796901
TAF5	chr10	105127724	105148822	1	2.9213433385896
TAF5L	chr1	229728858	229761794	-1	10.1775218244614
TAF6	chr7	99704693	99717464	-1	15.8870472925107
TAF6L	chr11	62538775	62554814	1	14.257757057184
TAF7	chr5	140698057	140700330	-1	26.4424760885611
TAF7L	chrX	100523241	100548059	-1	0.22165326260817
TAF8	chr6	42018251	42055199	1	38.4596426885102
TAF9	chr5	68646811	68665840	-1	13.4163309896306
TAF9B	chrX	77385245	77395203	-1	16.1561389090951
TAGAP	chr6	159455500	159466184	-1	109.660011125704
TAGLN	chr11	117070037	117075498	1	78.2262326573201
TAGLN2	chr1	159887897	159895522	-1	219.348867610146
TAGLN3	chr3	111717511	111732734	1	0.153097643453713
TAL1	chr1	47681962	47697892	-1	0.90654024808847
TAL2	chr9	108424738	108425367	1	0.058772988818975
TALDO1	chr11	747329	765024	1	338.183781486909
TAMM41	chr3	11831916	11888393	-1	13.1842159075381
TANC1	chr2	159825146	160089170	1	0.427447682011946
TANC2	chr17	61086917	61505060	1	13.3485092214795
TANGO2	chr22	20004537	20053449	1	40.9196976330687
TANGO6	chr16	68877507	69119083	1	23.0236606842635
TANK	chr2	161993419	162092732	1	133.690184321496
TAOK1	chr17	27717482	27878922	1	154.441539841164
TAOK2	chr16	29984962	30003582	1	9.51665364929427
TAOK3	chr12	118587606	118810750	-1	108.749515406159
TAP1	chrHSCHR6_MHC_QBL	32741696	32750465	-1	140.747600628822
TAP2	chrHSCHR6_MHC_QBL	32718320	32735268	-1	138.109590088328
TAPBP	chrHSCHR6_MHC_QBL	33196314	33211013	-1	66.0477974356719
TAPBPL	chr12	6560856	6575683	1	49.1091546971832
TAPT1	chr4	16162128	16229033	-1	41.8112224505314
TARBP1	chr1	234527059	234614849	-1	18.5597520266456
TARBP2	chr12	53894705	53900215	1	10.6348142151269
TARDBP	chr1	11072414	11085796	1	470.507935806613
TARM1	chr19	54573149	54584634	-1	0.243068573209471
TARS	chr5	33440802	33469644	1	65.8010644064254
TARS2	chr1	150459887	150480078	1	31.9485818422574
TARSL2	chr15	102193801	102264807	-1	19.6324497769247
TAS1R1	chr1	6615241	6639817	1	0.357919658432078
TAS1R2	chr1	19166093	19186176	-1	0.0356907513704623
TAS1R3	chr1	1266694	1270686	1	0.527898105703481
TAS2R1	chr5	9629109	9712490	-1	0
TAS2R10	chr12	10977916	10978957	-1	0.441207812502689
TAS2R13	chr12	11060525	11062161	-1	0.828827305881943
TAS2R14	chr12	11090005	11324172	-1	1.1544619199406
TAS2R16	chr7	122634759	122635754	-1	0.0295131949708636
TAS2R19	chr12	11174218	11175219	-1	3.16636790143818
TAS2R20	chr12	11149094	11150474	-1	1.81006110668291
TAS2R3	chr7	141463897	141464997	1	2.21119483975749
TAS2R30	chr12	11285557	11287243	-1	17.8323909237597
TAS2R31	chr12	11182986	11184006	-1	10.868826446035
TAS2R38	chrHG7_PATCH	141672431	141673573	-1	0.0766129221910924
TAS2R39	chr7	142880512	142881528	1	0.230790443632925
TAS2R4	chr7	141478242	141479235	1	0.462292809429463
TAS2R40	chr7	142919130	142920162	1	0.536444239224738
TAS2R41	chr7	143174966	143175889	1	1.51192012862558
TAS2R42	chr12	11338599	11339543	-1	0.159532093354716
TAS2R43	chr12	11243886	11244912	-1	11.9464592532462
TAS2R46	chr12	11213964	11214893	-1	6.7650036991981
TAS2R5	chr7	141490017	141491166	1	2.27834788885413
TAS2R50	chr12	11138512	11139511	-1	1.0797335269575
TAS2R60	chr7	143140546	143141502	1	3.42148528808913
TAS2R7	chr12	10954131	10955226	-1	0.110265030186837
TAS2R8	chr12	10958650	10959892	-1	0.0680011853071487
TAS2R9	chr12	10961693	10962767	-1	0.353949776004276
TASP1	chr20	13246709	13619587	-1	34.2243635812519
TAT	chr16	71599563	71611033	-1	0.226098710081035
TATDN1	chr8	125500726	125551699	-1	22.7087786966234
TATDN2	chr3	10289707	10322902	1	10.7626775276674
TATDN3	chr1	212965170	212989968	1	22.325459356876
TAX1BP1	chr7	27778950	27884183	1	119.796675276723
TAX1BP3	chr17	3566196	3571976	-1	5.05313165113872
TAZ	chrX	153639854	153650065	1	113.185164777554
TBATA	chr10	72530995	72545157	-1	0.296654432883691
TBC1D1	chr4	37892708	38140796	1	83.5430665944602
TBC1D10A	chr22	30687979	30723035	-1	9.61799286929839
TBC1D10B	chr16	30368423	30381585	-1	15.015773347382
TBC1D10C	chr11	67171386	67177560	1	41.9139339790492
TBC1D12	chr10	96162261	96295687	1	4.22472361908328
TBC1D13	chr9	131549483	131572711	1	29.5703708854292
TBC1D14	chr4	6910969	7034845	1	77.9822476507504
TBC1D15	chr12	72233487	72320629	1	120.023844569855
TBC1D16	chr17	77906142	78009647	-1	0.432670374400333
TBC1D17	chr19	50380682	50392005	1	22.9818609540864
TBC1D19	chr4	26578059	26756973	1	19.4979306511976
TBC1D2	chr9	100961311	101017915	-1	7.7100143428117
TBC1D20	chr20	416124	443197	-1	9.09686385778099
TBC1D21	chr15	74165949	74181555	1	0
TBC1D22A	chr22	47158518	47571336	1	49.0420147422555
TBC1D22B	chr6	37225548	37300746	1	6.6503925221391
TBC1D23	chr3	99979844	100044095	1	46.8916074406624
TBC1D24	chr16	2525147	2555735	1	3.11106666803119
TBC1D25	chrX	48397845	48420997	1	29.8204484033576
TBC1D26	chr17	15635561	15649476	1	0
TBC1D28	chr17	18538319	18565263	-1	0
TBC1D29	chr17	28884130	28890511	1	1.42128079051225
TBC1D2B	chr15	78276378	78370066	-1	34.3253938452256
TBC1D3	chr17	36337711	36358166	-1	0
TBC1D30	chr12	65174589	65274812	1	2.6969979957867
TBC1D31	chr8	124054208	124164393	1	23.3796725221112
TBC1D32	chr6	121400640	121655891	-1	9.04659086132429
TBC1D3B	chr17	34493061	34503996	-1	163.623019836027
TBC1D3C	chr17	34580902	34757050	-1	37.0003565812818
TBC1D3F	chr17	36283971	36294915	1	26.9465656233801
TBC1D3G	chr17	34745936	34808104	-1	29.2242750088352
TBC1D3H	chr17	34581086	34808061	-1	3.88196741685359
TBC1D4	chr13	75858808	76056250	-1	78.059096940297
TBC1D5	chr3	17198654	18486309	-1	42.3280175940295
TBC1D7	chr6	13266774	13328815	-1	9.2512441990274
TBC1D8	chr2	101624079	101869328	-1	25.816879981065
TBC1D8B	chrX	106045910	106119375	1	0.733661998514975
TBC1D9	chr4	141541919	141677274	-1	38.9810663761961
TBC1D9B	chr5	179289066	179334859	-1	50.5809358935665
TBCA	chr5	76986991	77164604	-1	219.863733768015
TBCB	chr19	36605191	36616849	1	45.7640802444059
TBCC	chr6	42712219	42714558	-1	7.15148039666597
TBCCD1	chr3	186263862	186288332	-1	16.7439126173561
TBCD	chr17	80709940	80900724	1	55.3512921145865
TBCE	chr1	235530675	235612283	1	59.6396920461415
TBCEL	chr11	120894781	120961484	1	16.3457387227278
TBCK	chr4	106962756	107242652	-1	28.1586734231554
TBK1	chr12	64845660	64895888	1	18.9533075946458
TBKBP1	chr17	45771447	45789416	1	6.31334356388381
TBL1X	chrX	9431335	9687780	1	47.9862798754903
TBL1XR1	chr3	176737143	176915261	-1	49.2092753424888
TBL1Y	chrY	6778727	6959724	1	0.130304603547956
TBL2	chr7	72983262	72993121	-1	18.6524939257788
TBL3	chr16	2022038	2032934	1	9.69977590188679
TBP	chr6	170863390	170881958	1	75.8526749407378
TBPL1	chr6	134273308	134311570	1	14.0865286491586
TBPL2	chr14	55880259	55923444	-1	0.359783675214884
TBR1	chr2	162272605	162282381	1	0
TBRG1	chr11	124492732	124505287	1	64.5008727206893
TBRG4	chr7	45139699	45151646	-1	11.0018465760983
TBX1	chr22	19744226	19771116	1	0.447338061180408
TBX10	chr11	67398774	67407031	-1	0.17791234432333
TBX15	chr1	119425669	119532179	-1	0.0651240812080847
TBX18	chr6	85397069	85474237	-1	0
TBX19	chr1	168250278	168283664	1	7.56633878505535
TBX2	chr17	59477257	59486827	1	0
TBX20	chr7	35242042	35293758	-1	0.298355126131228
TBX21	chr17	45810610	45823485	1	25.7381930984156
TBX22	chrX	79270255	79287268	1	0.0476311865012557
TBX3	chr12	115108059	115121969	-1	0.208097688500211
TBX4	chr17	59529765	59562471	1	0.0717897600997339
TBX5	chr12	114791736	114846247	-1	0.532711170128076
TBX6	chr16	30097114	30103208	-1	1.11437607765036
TBXA2R	chr19	3594504	3606838	-1	2.04312242840176
TBXAS1	chr7	139476850	139720125	1	252.437204608912
TC2N	chr14	92246095	92333880	-1	150.963220228467
TCAIM	chr3	44379611	44450943	1	10.360162935871
TCAP	chr17	37820440	37822808	1	0.380001658129425
TCEA1	chr8	54879112	54935089	-1	90.2513561250269
TCEA2	chr20	62681189	62703700	1	5.65166793177308
TCEA3	chr1	23707554	23751233	-1	10.8465911920919
TCEAL1	chrX	102883632	102885881	1	6.14491127000053
TCEAL2	chrX	101380660	101382683	1	0.358104399524909
TCEAL3	chrX	102862379	102884618	1	12.1704297835412
TCEAL4	chrX	102831159	102842657	1	50.3150369571426
TCEAL5	chrX	102528619	102531800	-1	0.38157410593352
TCEAL6	chrX	101395448	101397942	-1	0.104568216066369
TCEAL7	chrX	102585124	102587254	1	0
TCEAL8	chrX	102507923	102510131	-1	7.65907412746538
TCEANC	chrX	13671225	13700083	1	3.30416902989441
TCEANC2	chr1	54519260	54578192	1	3.41838660174846
TCERG1	chr5	145826874	145891524	1	188.450141079081
TCERG1L	chr10	132890654	133109984	-1	0.20635052197442
TCF12	chr15	57210821	57591479	1	220.878343009316
TCF15	chr20	584441	591042	-1	0
TCF19	chrHSCHR6_MHC_COX	31118872	31124541	1	1.5518950799038
TCF20	chr22	42556019	42739622	-1	32.8962310951359
TCF21	chr6	134210276	134216691	1	0.0142155572141266
TCF23	chr2	27371872	27376378	1	0
TCF24	chr8	67858736	67874825	-1	0
TCF25	chr16	89940000	89977792	1	227.136871805969
TCF3	chr19	1609291	1652604	-1	15.5869266482661
TCF4	chr18	52889562	53332018	-1	120.585412249847
TCF7	chr5	133450402	133487556	1	354.310371985045
TCF7L1	chr2	85360533	85537511	1	0.601673013469415
TCF7L2	chr10	114710009	114927437	1	87.2384440125872
TCFL5	chr20	61472467	61493115	-1	2.42147441945353
TCHH	chr1	152078793	152086556	-1	0.186930327830367
TCHHL1	chr1	152056620	152061540	-1	0.26691749709754
TCHP	chr12	110338069	110421646	1	49.3289604876062
TCIRG1	chr11	67806483	67818362	1	141.21551221432
TCL1A	chr14	96176304	96180533	-1	4.56709734458651
TCL1B	chr14	96152754	96158980	1	0.11962463779388
TCN1	chr11	59620273	59634048	-1	1.53602790935257
TCN2	chr22	31002825	31023265	1	8.73505547603558
TCOF1	chr5	149737202	149779871	1	272.426363451247
TCP1	chr6	160199530	160210781	-1	60.2900658556599
TCP10	chr6	167770521	167797998	-1	0.0236645037556569
TCP10L	chr21	33948862	33959683	-1	0.458412968673858
TCP10L2	chr6	167559902	167610401	1	0.187979438603533
TCP11	chr6	35085848	35116387	-1	0.0389432918221247
TCP11L1	chr11	33060963	33127489	1	20.1741282421568
TCP11L2	chr12	106695707	106740793	1	35.245462204756
TCP11X1	chrX	101470280	101567445	1	0.0913377167250683
TCP11X2	chrX	101629549	101726732	-1	0
TCTA	chr3	49449639	49453908	1	4.26393381285057
TCTE1	chr6	44246480	44265458	-1	0.0513603043110635
TCTE3	chr6	170140210	170151655	-1	1.28821513521955
TCTEX1D1	chr1	67218142	67244470	1	0.191225928244323
TCTEX1D2	chr3	196018090	196045170	-1	2.03858383866752
TCTEX1D4	chr1	45271585	45272957	-1	0.219643036732678
TCTN1	chr12	111051832	111087235	1	34.5327895801546
