V1	V2	V3	ID	DukeUq	RepeatMaskerFrac
chrX	102584124	102586124	chrX_102584124_102586124	1	0.1085
chrX	102610373	102612373	chrX_102610373_102612373	0.965417	0.2295
chrX	102630323	102632323	chrX_102630323_102632323	0.862667	0.2035
chrX	102756803	102758803	chrX_102756803_102758803	0.972167	0.0615
chrX	102839461	102841461	chrX_102839461_102841461	0.986042	0.2475
chrX	102861379	102863379	chrX_102861379_102863379	0.978375	0.6165
chrX	102882902	102884902	chrX_102882902_102884902	0.99875	0.0595
chrX	102940149	102942149	chrX_102940149_102942149	1	0.411
chrX	102964837	102966837	chrX_102964837_102966837	0.870833	0.155
chrX	102982552	102984552	chrX_102982552_102984552	1	0.0725
chrX	103030439	103032439	chrX_103030439_103032439	1	0.019
chrX	103086158	103088158	chrX_103086158_103088158	1	0.097
chrX	103216242	103218242	chrX_103216242_103218242	0.916792	0
chrX	103267259	103269259	chrX_103267259_103269259	0.9965	0.0665
chrX	103293516	103295516	chrX_103293516_103295516	0.964917	0.221
chrX	103356202	103358202	chrX_103356202_103358202	0.97125	0.206
chrX	103400708	103402708	chrX_103400708_103402708	0.994167	0.23
chrX	103410301	103412301	chrX_103410301_103412301	1	0.3315
chrX	103498614	103500614	chrX_103498614_103500614	1	0.12
chrX	103809996	103811996	chrX_103809996_103811996	1	0
chrX	104464358	104466358	chrX_104464358_104466358	0.986	0.2705
chrX	105065536	105067536	chrX_105065536_105067536	1	0.042
chrX	105280385	105282385	chrX_105280385_105282385	1	0.1735
chrX	105411298	105413298	chrX_105411298_105413298	1	0.0865
chrX	105854202	105856202	chrX_105854202_105856202	1	0.0815
chrX	10587674	10589674	chrX_10587674_10589674	1	0.0145
chrX	105968894	105970894	chrX_105968894_105970894	1	0.0935
chrX	106044910	106046910	chrX_106044910_106046910	1	0.0785
chrX	106142394	106144394	chrX_106142394_106144394	1	0.119
chrX	106145547	106147547	chrX_106145547_106147547	1	0.1845
chrX	106242474	106244474	chrX_106242474_106244474	0.996667	0.3225
chrX	106361034	106363034	chrX_106361034_106363034	1	0.3355
chrX	106448663	106450663	chrX_106448663_106450663	1	0
chrX	106448862	106450862	chrX_106448862_106450862	1	0
chrX	106764680	106766680	chrX_106764680_106766680	1	0.13
chrX	106870737	106872737	chrX_106870737_106872737	0.987167	0.027
chrX	107018017	107020017	chrX_107018017_107020017	1	0.074
chrX	107019963	107021963	chrX_107019963_107021963	1	0.1
chrX	107068109	107070109	chrX_107068109_107070109	1	0.061
chrX	107224600	107226600	chrX_107224600_107226600	0.884042	0.154
chrX	107287200	107289200	chrX_107287200_107289200	1	0.0215
chrX	107333848	107335848	chrX_107333848_107335848	0.99125	0.179
chrX	107333898	107335898	chrX_107333898_107335898	0.99125	0.204
chrX	107681702	107683702	chrX_107681702_107683702	1	0
chrX	107682112	107684112	chrX_107682112_107684112	1	0
chrX	107974917	107976917	chrX_107974917_107976917	1	0
chrX	107978651	107980651	chrX_107978651_107980651	1	0
chrX	108724301	108726301	chrX_108724301_108726301	0.968792	0.2215
chrX	108778010	108780010	chrX_108778010_108780010	0.986875	0.4665
chrX	108867393	108869393	chrX_108867393_108869393	1	0.0415
chrX	108975621	108977621	chrX_108975621_108977621	0.99975	0.0595
chrX	109245323	109247323	chrX_109245323_109247323	0.99975	0.1505
chrX	109560467	109562467	chrX_109560467_109562467	1	0.041
chrX	109589201	109591201	chrX_109589201_109591201	0.93825	0.3805
chrX	109661285	109663285	chrX_109661285_109663285	1	0.3705
chrX	110038039	110040039	chrX_110038039_110040039	1	0.0125
chrX	110365305	110367305	chrX_110365305_110367305	0.925333	0.103
chrX	110512751	110514751	chrX_110512751_110514751	0.995917	0.043
chrX	110653374	110655374	chrX_110653374_110655374	1	0
chrX	110923435	110925435	chrX_110923435_110925435	0.945208	0.305
chrX	11128421	11130421	chrX_11128421_11130421	0.98325	0.327
chrX	111325004	111327004	chrX_111325004_111327004	0.968708	0.126
chrX	111696727	111698727	chrX_111696727_111698727	0.95725	0.2685
chrX	111922282	111924282	chrX_111922282_111924282	0.990792	0.0745
chrX	112065354	112067354	chrX_112065354_112067354	1	0
chrX	11310533	11312533	chrX_11310533_11312533	1	0.105
chrX	113817551	113819551	chrX_113817551_113819551	0.991875	0.0485
chrX	114252536	114254536	chrX_114252536_114254536	0.976792	0.277
chrX	114422963	114424963	chrX_114422963_114424963	0.924958	0.344
chrX	114467635	114469635	chrX_114467635_114469635	1	0.058
chrX	114523319	114525319	chrX_114523319_114525319	0.954292	0.204
chrX	114826819	114828819	chrX_114826819_114828819	1	0.121
chrX	114952669	114954669	chrX_114952669_114954669	0.634875	0.4685
chrX	115300975	115302975	chrX_115300975_115302975	1	0.0965
chrX	115566790	115568790	chrX_115566790_115568790	1	0
chrX	115593164	115595164	chrX_115593164_115595164	0.970667	0.2475
chrX	11682821	11684821	chrX_11682821_11684821	1	0
chrX	117118243	117120243	chrX_117118243_117120243	1	0.1605
chrX	117479072	117481072	chrX_117479072_117481072	1	0
chrX	117628872	117630872	chrX_117628872_117630872	0.98475	0.1585
chrX	11775278	11777278	chrX_11775278_11777278	1	0.198
chrX	117860535	117862535	chrX_117860535_117862535	0.99975	0.241
chrX	117956753	117958753	chrX_117956753_117958753	0.921875	0.164
chrX	118107713	118109713	chrX_118107713_118109713	1	0
chrX	118283542	118285542	chrX_118283542_118285542	1	0
chrX	118369216	118371216	chrX_118369216_118371216	1	0.018
chrX	118532023	118534023	chrX_118532023_118534023	1	0.273
chrX	118601363	118603363	chrX_118601363_118603363	0.989667	0.175
chrX	118698397	118700397	chrX_118698397_118700397	0.958333	0.554
chrX	118707501	118709501	chrX_118707501_118709501	1	0.0385
chrX	118738846	118740846	chrX_118738846_118740846	1	0.133
chrX	118826333	118828333	chrX_118826333_118828333	1	0.0295
chrX	118891576	118893576	chrX_118891576_118893576	1	0.016
chrX	118924606	118926606	chrX_118924606_118926606	0.933417	0.148
chrX	118985961	118987961	chrX_118985961_118987961	0.995667	0.1075
chrX	119004450	119006450	chrX_119004450_119006450	0.9315	0.111
chrX	119004791	119006791	chrX_119004791_119006791	0.862125	0.277
chrX	119028800	119030800	chrX_119028800_119030800	0.833333	0.5655
chrX	119076735	119078735	chrX_119076735_119078735	0.945375	0.3385
chrX	119210707	119212707	chrX_119210707_119212707	0.519792	0.2415
chrX	119248847	119250847	chrX_119248847_119250847	0.99975	0.343
chrX	119291467	119293467	chrX_119291467_119293467	0.514708	0.2375
chrX	119383607	119385607	chrX_119383607_119385607	1	0.1755
chrX	119444288	119446288	chrX_119444288_119446288	0.992417	0.2265
chrX	119494967	119496967	chrX_119494967_119496967	1	0.0865
chrX	119602220	119604220	chrX_119602220_119604220	0.707125	0.4405
chrX	119708649	119710649	chrX_119708649_119710649	1	0.3725
chrX	119737176	119739176	chrX_119737176_119739176	0.998667	0.1675
chrX	119763005	119765005	chrX_119763005_119765005	0.915708	0.3575
chrX	120008779	120010779	chrX_120008779_120010779	0.347708	0.2555
chrX	120065151	120067151	chrX_120065151_120067151	0	0.219
chrX	120070012	120072012	chrX_120070012_120072012	0.004375	0.219
chrX	120074873	120076873	chrX_120074873_120076873	0.004375	0.219
chrX	120079733	120081733	chrX_120079733_120081733	0.004375	0.219
chrX	120084594	120086594	chrX_120084594_120086594	0.004375	0.219
chrX	120089454	120091454	chrX_120089454_120091454	0.111208	0.215
chrX	120094337	120096337	chrX_120094337_120096337	0.0175	0.218
chrX	120099198	120101198	chrX_120099198_120101198	0	0.219
chrX	120104058	120106058	chrX_120104058_120106058	0	0.219
chrX	120108918	120110918	chrX_120108918_120110918	0	0.219
chrX	120113778	120115778	chrX_120113778_120115778	0	0.219
chrX	120118638	120120638	chrX_120118638_120120638	0	0.219
chrX	120180462	120182462	chrX_120180462_120182462	0.887917	0.079
chrX	12155585	12157585	chrX_12155585_12157585	1	0.0315
chrX	122317096	122319096	chrX_122317096_122319096	0.991167	0.084
chrX	122865904	122867904	chrX_122865904_122867904	0.753708	0.3155
chrX	122992877	122994877	chrX_122992877_122994877	1	0.1355
chrX	123093369	123095369	chrX_123093369_123095369	0.987542	0.0365
chrX	123479194	123481194	chrX_123479194_123481194	1	0
chrX	124096666	124098666	chrX_124096666_124098666	0.99325	0.0705
chrX	125299080	125301080	chrX_125299080_125301080	0.96225	0.04
chrX	125685834	125687834	chrX_125685834_125687834	0.96775	0.045
chrX	125952747	125954747	chrX_125952747_125954747	1	0.129
chrX	127185382	127187382	chrX_127185382_127187382	0.99875	0.4125
chrX	12808525	12810525	chrX_12808525_12810525	1	0.309
chrX	128656477	128658477	chrX_128656477_128658477	0.997875	0.154
chrX	128673252	128675252	chrX_128673252_128675252	1	0.397
chrX	128787933	128789933	chrX_128787933_128789933	1	0.073
chrX	12884202	12886202	chrX_12884202_12886202	1	0.2365
chrX	128871998	128873998	chrX_128871998_128873998	1	0.3165
chrX	128912960	128914960	chrX_128912960_128914960	1	0.1345
chrX	128976860	128978860	chrX_128976860_128978860	0.964292	0.101
chrX	129039159	129041159	chrX_129039159_129041159	0.928125	0.205
chrX	129138164	129140164	chrX_129138164_129140164	0.862458	0.32
chrX	12923739	12925739	chrX_12923739_12925739	0.971333	0.2525
chrX	129243470	129245470	chrX_129243470_129245470	1	0.166
chrX	129298861	129300861	chrX_129298861_129300861	0.99825	0.165
chrX	129304623	129306623	chrX_129304623_129306623	1	0.025
chrX	129401873	129403873	chrX_129401873_129403873	0.905708	0.1205
chrX	129473026	129475026	chrX_129473026_129475026	0.933292	0.23
chrX	129518511	129520511	chrX_129518511_129520511	1	0
chrX	129534943	129536943	chrX_129534943_129536943	0.915792	0.31
chrX	12992229	12994229	chrX_12992229_12994229	0.99525	0
chrX	130036208	130038208	chrX_130036208_130038208	1	0.1625
chrX	130191216	130193216	chrX_130191216_130193216	1	0.087
chrX	130422403	130424403	chrX_130422403_130424403	0.9885	0.299
chrX	13061721	13063721	chrX_13061721_13063721	0.889042	0.199
chrX	130676950	130678950	chrX_130676950_130678950	1	0.1435
chrX	131156293	131158293	chrX_131156293_131158293	1	0
chrX	131261048	131263048	chrX_131261048_131263048	0.970542	0.2265
chrX	131351152	131353152	chrX_131351152_131353152	0.99775	0.0885
chrX	131572718	131574718	chrX_131572718_131574718	1	0.022
chrX	132094423	132096423	chrX_132094423_132096423	1	0.1005
chrX	132230135	132232135	chrX_132230135_132232135	0.9685	0.2315
chrX	132351376	132353376	chrX_132351376_132353376	0.958292	0.168
chrX	132548518	132550518	chrX_132548518_132550518	1	0.123
chrX	1330527	1332527	chrX_1330527_1332527	0.895125	0.786
chrX	133118673	133120673	chrX_133118673_133120673	1	0.071
chrX	133370077	133372077	chrX_133370077_133372077	0.912375	0.242
chrX	13337518	13339518	chrX_13337518_13339518	0.99975	0
chrX	133506342	133508342	chrX_133506342_133508342	1	0.218
chrX	133593183	133595183	chrX_133593183_133595183	0.928375	0.3185
chrX	133791513	133793513	chrX_133791513_133793513	0.989958	0.159
chrX	133929385	133931385	chrX_133929385_133931385	1	0.2185
chrX	133940223	133942223	chrX_133940223_133942223	0.903542	0.188
chrX	134048297	134050297	chrX_134048297_134050297	0.915375	0.3905
chrX	134123968	134125968	chrX_134123968_134125968	0.993417	0.2395
chrX	134155559	134157559	chrX_134155559_134157559	0.927167	0.2385
chrX	134165333	134167333	chrX_134165333_134167333	0.93225	0.2155
chrX	134185205	134187205	chrX_134185205_134187205	0.89975	0.071
chrX	134304322	134306322	chrX_134304322_134306322	0.99125	0.245
chrX	134477012	134479012	chrX_134477012_134479012	1	0.1385
chrX	134477721	134479721	chrX_134477721_134479721	1	0.17
chrX	134653584	134655584	chrX_134653584_134655584	0.994708	0.1515
chrX	134846185	134848185	chrX_134846185_134848185	0.722208	0.517
chrX	134865214	134867214	chrX_134865214_134867214	0.145167	0.526
chrX	134882488	134884488	chrX_134882488_134884488	0.137917	0.5405
chrX	134935735	134937735	chrX_134935735_134937735	0.169417	0.541
chrX	134952994	134954994	chrX_134952994_134954994	0.143875	0.541
chrX	134970244	134972244	chrX_134970244_134972244	0.473417	0.5625
chrX	134974785	134976785	chrX_134974785_134976785	0.897792	0.676
chrX	135055222	135057222	chrX_135055222_135057222	0.986	0.318
chrX	135066627	135068627	chrX_135066627_135068627	1	0.017
chrX	135228559	135230559	chrX_135228559_135230559	1	0.3015
chrX	135332738	135334738	chrX_135332738_135334738	0.914417	0.145
chrX	135382122	135384122	chrX_135382122_135384122	0.406	0.8255
chrX	135569046	135571046	chrX_135569046_135571046	0.8605	0.1525
chrX	135578238	135580238	chrX_135578238_135580238	1	0.1825
chrX	135613311	135615311	chrX_135613311_135615311	0.957	0.285
chrX	135729352	135731352	chrX_135729352_135731352	1	0.2415
chrX	135863247	135865247	chrX_135863247_135865247	1	0.3655
chrX	13586741	13588741	chrX_13586741_13588741	1	0.06
chrX	135961884	135963884	chrX_135961884_135963884	0.925958	0.2215
chrX	136112833	136114833	chrX_136112833_136114833	1	0.1985
chrX	136647301	136649301	chrX_136647301_136649301	1	0.1565
chrX	13670307	13672307	chrX_13670307_13672307	0.9975	0.3015
chrX	13706244	13708244	chrX_13706244_13708244	0.998583	0.1365
chrX	13751694	13753694	chrX_13751694_13753694	0.987	0.1035
chrX	13751864	13753864	chrX_13751864_13753864	0.987	0.1035
chrX	138285269	138287269	chrX_138285269_138287269	1	0.0675
chrX	13834461	13836461	chrX_13834461_13836461	1	0.0335
chrX	138611917	138613917	chrX_138611917_138613917	1	0.347
chrX	138789386	138791386	chrX_138789386_138791386	0.92175	0.378
chrX	138913447	138915447	chrX_138913447_138915447	1	0
chrX	139046679	139048679	chrX_139046679_139048679	0.665292	0.6055
chrX	139586225	139588225	chrX_139586225_139588225	1	0.0545
chrX	139790932	139792932	chrX_139790932_139792932	1	0.0435
chrX	139865723	139867723	chrX_139865723_139867723	0.9835	0.6515
chrX	1400571	1402571	chrX_1400571_1402571	0.817375	0.5975
chrX	140083756	140085756	chrX_140083756_140085756	0.138958	0.423
chrX	140095761	140097761	chrX_140095761_140097761	0.138958	0.423
chrX	140270310	140272310	chrX_140270310_140272310	0.995542	0.099
chrX	140335629	140337629	chrX_140335629_140337629	0.210625	0.378
chrX	14047011	14049011	chrX_14047011_14049011	1	0.2275
chrX	140672133	140674133	chrX_140672133_140674133	0.305083	0.594
chrX	140676562	140678562	chrX_140676562_140678562	0.134417	0.5245
chrX	140785896	140787896	chrX_140785896_140787896	0.203458	0.525
chrX	140925102	140927102	chrX_140925102_140927102	0.9975	0.737
chrX	140990680	140992680	chrX_140990680_140992680	0.983167	0.029
chrX	141292076	141294076	chrX_141292076_141294076	0.936542	0.019
chrX	142112704	142114704	chrX_142112704_142114704	0.9015	0.4985
chrX	142604303	142606303	chrX_142604303_142606303	0.761792	0.515
chrX	142721319	142723319	chrX_142721319_142723319	0.9855	0.0415
chrX	142803516	142805516	chrX_142803516_142805516	0.835042	0.443
chrX	142966173	142968173	chrX_142966173_142968173	0.841375	0.222
chrX	144327348	144329348	chrX_144327348_144329348	0.693917	0.253
chrX	144898689	144900689	chrX_144898689_144900689	1	0.07
chrX	144907928	144909928	chrX_144907928_144909928	1	0
chrX	1454509	1456509	chrX_1454509_1456509	0.794542	0.6015
chrX	14546650	14548650	chrX_14546650_14548650	1	0.015
chrX	146992570	146994570	chrX_146992570_146994570	0.994583	0.0905
chrX	147061849	147063849	chrX_147061849_147063849	0.82325	0.5145
chrX	147581139	147583139	chrX_147581139_147583139	0.987167	0.0875
chrX	148585877	148587877	chrX_148585877_148587877	1	0.512
chrX	148614470	148616470	chrX_148614470_148616470	0.64375	0.745
chrX	148621187	148623187	chrX_148621187_148623187	0.98425	0.1815
chrX	148668116	148670116	chrX_148668116_148670116	0.514042	0.1505
chrX	148675974	148677974	chrX_148675974_148677974	0.50875	0.09
chrX	148712568	148714568	chrX_148712568_148714568	0.99975	0.1505
chrX	148792738	148794738	chrX_148792738_148794738	0.890875	0.0325
chrX	148854726	148856726	chrX_148854726_148856726	0.50875	0.093
chrX	148862600	148864600	chrX_148862600_148864600	0.513792	0.15
chrX	14890184	14892184	chrX_14890184_14892184	1	0.101
chrX	14890563	14892563	chrX_14890563_14892563	1	0.0995
chrX	149008941	149010941	chrX_149008941_149010941	0.9925	0.0845
chrX	149106029	149108029	chrX_149106029_149108029	0.99875	0.3315
chrX	149530686	149532686	chrX_149530686_149532686	0.997417	0.126
chrX	149736069	149738069	chrX_149736069_149738069	0.940708	0.1815
chrX	149860883	149862883	chrX_149860883_149862883	1	0.1635
chrX	150066179	150068179	chrX_150066179_150068179	1	0.2105
chrX	150150759	150152759	chrX_150150759_150152759	0.9815	0.2925
chrX	150344125	150346125	chrX_150344125_150346125	1	0.0145
chrX	150564676	150566676	chrX_150564676_150566676	0.998333	0.253
chrX	150731094	150733094	chrX_150731094_150733094	0.940917	0.361
chrX	150865779	150867779	chrX_150865779_150867779	0.978417	0.214
chrX	150883507	150885507	chrX_150883507_150885507	0.992167	0.499
chrX	150905923	150907923	chrX_150905923_150907923	0.99	0.217
chrX	1510617	1512617	chrX_1510617_1512617	0.947583	0.3715
chrX	151085699	151087699	chrX_151085699_151087699	0.44375	1
chrX	151142151	151144151	chrX_151142151_151144151	1	0.063
chrX	151306025	151308025	chrX_151306025_151308025	0.994667	0.103
chrX	151618830	151620830	chrX_151618830_151620830	0.98925	0.155
chrX	151805637	151807637	chrX_151805637_151807637	1	0.0115
chrX	151866214	151868214	chrX_151866214_151868214	0.484625	0.11
chrX	151882119	151884119	chrX_151882119_151884119	0.453708	0.184
chrX	151902101	151904101	chrX_151902101_151904101	0.837	0.103
chrX	151902228	151904228	chrX_151902228_151904228	0.850333	0.103
chrX	151921364	151923364	chrX_151921364_151923364	0.446708	0.184
chrX	151937171	151939171	chrX_151937171_151939171	0.482875	0.1065
chrX	151998321	152000321	chrX_151998321_152000321	1	0
chrX	151998511	152000511	chrX_151998511_152000511	1	0
chrX	152081986	152083986	chrX_152081986_152083986	1	0.155
chrX	152159761	152161761	chrX_152159761_152161761	1	0.277
chrX	152223766	152225766	chrX_152223766_152225766	0.98	0.257
chrX	152239819	152241819	chrX_152239819_152241819	0.250833	0.11
chrX	152244978	152246978	chrX_152244978_152246978	0.250833	0.11
chrX	152337301	152339301	chrX_152337301_152339301	0.250833	0.303
chrX	152342394	152344394	chrX_152342394_152344394	0.2625	0.303
chrX	152485115	152487115	chrX_152485115_152487115	0.9935	0.1695
chrX	152598613	152600613	chrX_152598613_152600613	0.9975	0.3435
chrX	152682780	152684780	chrX_152682780_152684780	1	0.2075
chrX	152735045	152737045	chrX_152735045_152737045	1	0.1995
chrX	152735089	152737089	chrX_152735089_152737089	1	0.18
chrX	152750314	152752314	chrX_152750314_152752314	1	0
chrX	152759397	152761397	chrX_152759397_152761397	1	0.135
chrX	152800580	152802580	chrX_152800580_152802580	1	0.0325
chrX	152863632	152865632	chrX_152863632_152865632	0.934167	0.2155
chrX	15287270	15289270	chrX_15287270_15289270	0.851083	0.1625
chrX	152911650	152913650	chrX_152911650_152913650	1	0.0995
chrX	152938816	152940816	chrX_152938816_152940816	1	0.363
chrX	152952554	152954554	chrX_152952554_152954554	0.904833	0.272
chrX	152988549	152990549	chrX_152988549_152990549	1	0.098
chrX	152989323	152991323	chrX_152989323_152991323	1	0.098
chrX	153028651	153030651	chrX_153028651_153030651	1	0.0775
chrX	153045496	153047496	chrX_153045496_153047496	1	0.034
chrX	153057971	153059971	chrX_153057971_153059971	1	0.087
chrX	153058978	153060978	chrX_153058978_153060978	1	0.025
chrX	153094945	153096945	chrX_153094945_153096945	1	0.241
chrX	153145127	153147127	chrX_153145127_153147127	1	0.104
chrX	153150600	153152600	chrX_153150600_153152600	1	0.0725
chrX	153169189	153171189	chrX_153169189_153171189	1	0.148
chrX	153190714	153192714	chrX_153190714_153192714	1	0.084
chrX	153199676	153201676	chrX_153199676_153201676	0.912917	0.28
chrX	153209143	153211143	chrX_153209143_153211143	0.858458	0.279
chrX	153236258	153238258	chrX_153236258_153238258	1	0.063
chrX	153236778	153238778	chrX_153236778_153238778	1	0.172
chrX	153284431	153286431	chrX_153284431_153286431	1	0.098
chrX	15332778	15334778	chrX_15332778_15334778	0.828333	0.27
chrX	153362177	153364177	chrX_153362177_153364177	1	0.093
chrX	153408698	153410698	chrX_153408698_153410698	0.675083	0.021
chrX	153444634	153446634	chrX_153444634_153446634	0.279167	0.9575
chrX	153447107	153449107	chrX_153447107_153449107	0.357	0.3855
chrX	153481755	153483755	chrX_153481755_153483755	0.291833	0.9595
chrX	153484225	153486225	chrX_153484225_153486225	0.364333	0.386
chrX	153522462	153524462	chrX_153522462_153524462	0.787875	0.4385
chrX	153523024	153525024	chrX_153523024_153525024	0.9405	0.26
chrX	15352645	15354645	chrX_15352645_15354645	1	0.1365
chrX	153601994	153603994	chrX_153601994_153603994	0.972208	0.239
chrX	153606557	153608557	chrX_153606557_153608557	1	0.1755
chrX	153625571	153627571	chrX_153625571_153627571	0.996417	0.1115
chrX	153638892	153640892	chrX_153638892_153640892	0.880708	0.3445
chrX	153639427	153641427	chrX_153639427_153641427	0.975375	0.2625
chrX	153655978	153657978	chrX_153655978_153657978	0.915083	0.4545
chrX	153664266	153666266	chrX_153664266_153666266	1	0.097
chrX	153671473	153673473	chrX_153671473_153673473	0.996	0.095
chrX	153685621	153687621	chrX_153685621_153687621	0.973375	0.3275
chrX	153706596	153708596	chrX_153706596_153708596	0.960292	0.2395
chrX	153714009	153716009	chrX_153714009_153716009	1	0.0775
chrX	153718002	153720002	chrX_153718002_153720002	0.943625	0.1715
chrX	153743563	153745563	chrX_153743563_153745563	1	0.147
chrX	153769459	153771459	chrX_153769459_153771459	1	0.095
chrX	153774469	153776469	chrX_153774469_153776469	1	0.098
chrX	153812418	153814418	chrX_153812418_153814418	0.419417	0.1425
chrX	153846522	153848522	chrX_153846522_153848522	0.419417	0.1425
chrX	153880853	153882853	chrX_153880853_153882853	0.677667	0.0825
chrX	153978352	153980352	chrX_153978352_153980352	1	0.1705
chrX	153990031	153992031	chrX_153990031_153992031	1	0.3885
chrX	15401498	15403498	chrX_15401498_15403498	1	0
chrX	154032796	154034796	chrX_154032796_154034796	1	0.045
chrX	154059946	154061946	chrX_154059946_154061946	0.918917	0.69
chrX	154112317	154114317	chrX_154112317_154114317	0.383	0.285
chrX	154113635	154115635	chrX_154113635_154115635	0.383	0.0575
chrX	154250028	154252028	chrX_154250028_154252028	1	0.284
chrX	154253960	154255960	chrX_154253960_154255960	0.877792	0.387
chrX	154298501	154300501	chrX_154298501_154300501	1	0.115
chrX	154298637	154300637	chrX_154298637_154300637	1	0.115
chrX	154298778	154300778	chrX_154298778_154300778	1	0.115
chrX	154443643	154445643	chrX_154443643_154445643	1	0.094
chrX	154492874	154494874	chrX_154492874_154494874	0.904208	0.2835
chrX	154562955	154564955	chrX_154562955_154564955	0.948	0.0975
chrX	154609428	154611428	chrX_154609428_154611428	0.35075	0.2965
chrX	154610749	154612749	chrX_154610749_154612749	0.35075	0.069
chrX	154687276	154689276	chrX_154687276_154689276	0.350417	0.0685
chrX	154688596	154690596	chrX_154688596_154690596	0.348667	0.2965
chrX	15481369	15483369	chrX_15481369_15483369	1	0.367
chrX	154841597	154843597	chrX_154841597_154843597	1	0.2115
chrX	154996474	154998474	chrX_154996474_154998474	0.992667	0.1775
chrX	15510687	15512687	chrX_15510687_15512687	1	0.3655
chrX	155110038	155112038	chrX_155110038_155112038	0.966417	0.377
chrX	155226246	155228246	chrX_155226246_155228246	0.851458	0.271
chrX	15619192	15621192	chrX_15619192_15621192	0.887833	0.2765
chrX	15682154	15684154	chrX_15682154_15684154	0.9695	0.188
chrX	1570766	1572766	chrX_1570766_1572766	0.909833	0.7245
chrX	15755393	15757393	chrX_15755393_15757393	1	0
chrX	15807595	15809595	chrX_15807595_15809595	0.9785	0.0945
chrX	15872054	15874054	chrX_15872054_15874054	0.994	0.2415
chrX	16140679	16142679	chrX_16140679_16142679	1	0
chrX	16184604	16186604	chrX_16184604_16186604	0.99125	0.1655
chrX	1655000	1657000	chrX_1655000_1657000	0.763833	0.391
chrX	16667281	16669281	chrX_16667281_16669281	0.915042	0.294
chrX	16729340	16731340	chrX_16729340_16731340	0.971292	0.3615
chrX	16736755	16738755	chrX_16736755_16738755	0.955417	0.3575
chrX	16803550	16805550	chrX_16803550_16805550	0.995208	0.0265
chrX	16887009	16889009	chrX_16887009_16889009	1	0.1045
chrX	16963814	16965814	chrX_16963814_16965814	0.998	0.142
chrX	1709486	1711486	chrX_1709486_1711486	0.972708	0.367
chrX	1732894	1734894	chrX_1732894_1734894	0.724042	0.6985
chrX	17392543	17394543	chrX_17392543_17394543	1	0.1265
chrX	17754589	17756589	chrX_17754589_17756589	0.967167	0.17
chrX	17878457	17880457	chrX_17878457_17880457	1	0.2715
chrX	18238003	18240003	chrX_18238003_18240003	0.935	0.2455
chrX	18371847	18373847	chrX_18371847_18373847	1	0.0315
chrX	18459308	18461308	chrX_18459308_18461308	0.823208	0.68
chrX	18689229	18691229	chrX_18689229_18691229	0.901958	0.3525
chrX	18708032	18710032	chrX_18708032_18710032	0.882375	0.3685
chrX	19001716	19003716	chrX_19001716_19003716	1	0.1395
chrX	19139677	19141677	chrX_19139677_19141677	1	0.2275
chrX	19361011	19363011	chrX_19361011_19363011	1	0.2675
chrX	19532379	19534379	chrX_19532379_19534379	0.982	0.3565
chrX	196859	198859	chrX_196859_198859	0.684208	0.6595
chrX	19904719	19906719	chrX_19904719_19906719	0.988875	0.1485
chrX	19987416	19989416	chrX_19987416_19989416	0.983375	0.5335
chrX	20134035	20136035	chrX_20134035_20136035	0.995	0.154
chrX	20158962	20160962	chrX_20158962_20160962	0.826792	0.303
chrX	20283958	20285958	chrX_20283958_20285958	0.996417	0.074
chrX	21391980	21393980	chrX_21391980_21393980	0.993917	0.0475
chrX	21675448	21677448	chrX_21675448_21677448	1	0.0185
chrX	21775281	21777281	chrX_21775281_21777281	1	0.058
chrX	21856754	21858754	chrX_21856754_21858754	1	0.2645
chrX	21873105	21875105	chrX_21873105_21875105	0.846125	0.2975
chrX	21957691	21959691	chrX_21957691_21959691	0.986917	0.064
chrX	22049559	22051559	chrX_22049559_22051559	0.961875	0.1535
chrX	22290065	22292065	chrX_22290065_22292065	0.916792	0.1885
chrX	229886	231886	chrX_229886_231886	0.617125	0.513
chrX	23017087	23019087	chrX_23017087_23019087	1	0.178
chrX	23351133	23353133	chrX_23351133_23353133	0.995917	0.1515
chrX	23684563	23686563	chrX_23684563_23686563	1	0.189
chrX	23760390	23762390	chrX_23760390_23762390	0.924833	0.322
chrX	23800290	23802290	chrX_23800290_23802290	0.99525	0.29
chrX	23924918	23926918	chrX_23924918_23926918	1	0.158
chrX	23925051	23927051	chrX_23925051_23927051	1	0.1915
chrX	24044303	24046303	chrX_24044303_24046303	0.912292	0.2735
chrX	24071833	24073833	chrX_24071833_24073833	0.934667	0.1035
chrX	24166862	24168862	chrX_24166862_24168862	0.984	0.127
chrX	2418008	2420008	chrX_2418008_2420008	1	0.3785
chrX	2418019	2420019	chrX_2418019_2420019	1	0.373
chrX	24482573	24484573	chrX_24482573_24484573	1	0.018
chrX	24664353	24666353	chrX_24664353_24666353	1	0.0125
chrX	24711064	24713064	chrX_24711064_24713064	1	0.2275
chrX	25033065	25035065	chrX_25033065_25035065	1	0
chrX	2608220	2610220	chrX_2608220_2610220	1	0.0145
chrX	26155460	26157460	chrX_26155460_26157460	0.9985	0.141
chrX	26209557	26211557	chrX_26209557_26211557	0.890458	0.1325
chrX	26233286	26235286	chrX_26233286_26235286	1	0
chrX	2669093	2671093	chrX_2669093_2671093	0.778167	0.0345
chrX	2745863	2747863	chrX_2745863_2747863	0.9925	0.438
